,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
241,4cb4d86235959007d0c624cff989b682b683514b,128.186624,-3.692045,10.0,ID.MA.AM,97123.0,16-06-21,12:00:07,6,0.999,green
469,9727140a43e0037e5a201ac4d517cc69e2e38ca3,128.179153,-3.706615,6.0,ID.MA.AM,97114.0,16-06-21,12:00:07,184,1.0,green
208,4033ff34b4228052546e5f8fd46155f528e0dc58,128.18625,-3.70209,11.0,ID.MA.AM,97129.0,16-06-21,12:00:14,1,0.999,green
339,6bdc09d2bd1b7c719fab13f10b1bbda23de8ebb6,128.33629,-3.549549,20.0,ID.MA.MT,97544.0,16-06-21,12:00:17,71,0.999,green
737,fbfd7323bf0cd30c29f72493682939276347779b,128.190433,-3.723711,16.0,ID.MA.AM,97129.0,16-06-21,12:00:24,6,1.0,green
247,4ec4c473207250452abf0692756f54df76599f1a,128.201858,-3.679249,7.0,ID.MA.AM,97128.0,16-06-21,12:00:29,2,0.999,green
517,a8438b93ea34c600411b31f14f10c65943c320dd,128.958164,-3.308092,19.0,ID.MA.MT,97544.0,16-06-21,12:00:32,9,0.999,green
112,210a6799fa98b867e18bfc09aeca9fcf1e00f8e9,128.1557,-3.71067,4.0,ID.MA.AM,97117.0,16-06-21,12:00:35,1,0.999,green
563,ba5f486ef9ce98640790000186321a8d2c45acad,128.189475,-3.661566,37.0,ID.MA.AM,97223.0,16-06-21,12:00:38,1,1.0,green
94,19ca8c3ac57e8e1e0cdf1096d47a2345280e650d,128.49626,-3.531531,5.0,ID.MA.MT,97545.0,16-06-21,12:00:53,5,0.999,green
595,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19238,-3.68096,21.0,ID.MA.AM,97128.0,16-06-21,12:00:57,11,1.0,green
655,e1cd1b648471a16e3aa923ff46468a4db052b263,128.18952,-3.69659,19.0,ID.MA.AM,97121.0,16-06-21,12:01:10,1,0.999,green
370,7698ec2d8d6524e6da52fd584fb24be7e990e583,128.227098,-3.686665,13.0,ID.MA.AM,97128.0,16-06-21,12:01:15,16,0.999,green
446,91dc5148c4dcf0fa2307b5aaf9902b79983f4e13,128.18161,-3.696462,5.0,ID.MA.AM,97126.0,16-06-21,12:01:17,5,1.0,green
367,75dd9087be4dcb5cdad62f6bc53c7a5e5072219b,128.19875,-3.632395,10.0,ID.MA.AM,97221.0,16-06-21,12:01:19,2,1.0,green
377,78913bcc18d0c11edbd4ca01598ee408f58b6fd5,128.416365,-3.53056,11.0,ID.MA.MT,97545.0,16-06-21,12:01:21,4,0.999,green
