,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
65,c9b27f1157a3939a2a848ff848c1c929d10b02a2,128.230758,-3.652148,10.0,ID.MA.AM,97212.0,16-06-21,01:00:19,1068,0.999,green
39,80fbe55b7e17182f12577478173933954e6264cf,128.33754,-3.589515,17.0,ID.MA.MT,97544.0,16-06-21,01:01:06,12,0.999,green
68,cfaba770b1d3a31a05f341d3d9dc7180d88c5867,128.17874,-3.696956,16.0,ID.MA.AM,97126.0,16-06-21,01:01:29,2,0.999,green
13,26fe4fa0d982e90468b27e2fa3665a282ab68c45,129.79108,-2.905804,5.0,ID.MA.MT,97544.0,16-06-21,01:01:53,613,1.0,green
24,4eebdaec7b170f0faeca33d3f1667c71e68900e5,128.209682,-3.675675,16.0,ID.MA.AM,97128.0,16-06-21,01:02:28,22,0.999,green
79,f397ff36e2386f90cc5b51b218096caaaa621bd8,128.16693,-3.714073,8.0,ID.MA.AM,97117.0,16-06-21,01:02:53,79,0.999,green
4,11c6d72297b7b434de313514b8db336b52548bdd,128.194223,-3.693693,4.0,ID.MA.AM,97121.0,16-06-21,01:03:53,234,0.999,green
22,4cd1ed8f57355dad4dac0522c8b0d5a1187d0c8c,128.194223,-3.693693,8.0,ID.MA.AM,97121.0,16-06-21,01:05:14,182,0.999,green
64,c78c434747084f96d6476584c2a00dc2788985d2,128.178776,-3.711711,12.0,ID.MA.AM,97116.0,16-06-21,01:05:47,93,0.999,green
25,50cde01633553bbb75af241e2dbead76eceb9748,128.691056,-3.405518,7.0,ID.MA.SB,97565.0,16-06-21,01:06:22,3,1.0,green
32,677e2a26d0fb6364a4c3b94ec705d949f5f8668f,128.337634,-3.589881,12.0,ID.MA.MT,97544.0,16-06-21,01:06:25,3,1.0,green
33,6c8598f62dbdd937d73417b30a643abcce99e81e,128.20314,-3.68021,6.4,ID.MA.AM,97128.0,16-06-21,01:06:28,120,0.999,green
52,a4028f43a326eec9776d5ec4331b98a0068c9d18,128.176168,-3.693693,8.0,ID.MA.AM,,16-06-21,01:06:42,122,0.999,green
47,90dedec5a26b69a7884579b7c3b4a96d75bb90f9,128.17877,-3.71172,13.0,ID.MA.AM,97116.0,16-06-21,01:08:50,124,1.0,green
48,9780dba6136f38ed7075ef8476e5443c604afc38,128.185171,-3.687175,7.0,ID.MA.AM,97123.0,16-06-21,01:10:42,75,0.999,green
6,13d6e353bf7f41beda74c5411571876b0c8cc63e,128.209682,-3.675675,6.0,ID.MA.AM,97128.0,16-06-21,01:11:21,122,0.999,green
75,ec3518ed3c5deeeef8c1349a18ae6c847876bfdc,128.19352,-3.64874,77.6,ID.MA.AM,97222.0,16-06-21,01:11:53,661,1.0,green
67,cc799df4319f433800894d6b5cd7d57137451a7a,128.790056,-3.693693,16.0,ID.MA.MT,,16-06-21,01:12:09,334,0.999,green
