,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
322,ef18bd44d172b482225daeaf30f09fd8388c0a59,128.35144,-3.623452,5.0,ID.MA.MT,97544.0,16-06-21,15:00:03,1,1.0,green
136,625605a69289c4704ed758c3b4490c3b2fff0b4b,130.078051,-3.050103,6.0,ID.MA.MT,97544.0,16-06-21,15:00:20,4,0.999,green
158,6e54509efcb4b06423160766c670776b39da0348,128.201701,-3.667434,11.0,ID.MA.AM,97128.0,16-06-21,15:00:25,87,1.0,green
332,f580b77cc1182116502bc0082766bf149ac765a0,128.17854,-3.698709,9.0,ID.MA.AM,97126.0,16-06-21,15:00:31,2,1.0,green
246,b599a3eb4dccc2d9a36da0b34e6ddb45f3f35b25,128.127346,-3.773611,40.0,ID.MA.AM,97118.0,16-06-21,15:00:34,1,0.999,green
277,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19237,-3.680968,12.0,ID.MA.AM,97128.0,16-06-21,15:00:51,11,1.0,green
267,c0c2df9b7f4cfb52cdfa53a2ed3c72784c5c2e8d,128.19421,-3.6597,15.0,ID.MA.AM,97223.0,16-06-21,15:01:02,3,1.0,green
302,dc3a73da5492933cae33996c88c0bf6710a7f2d9,128.199285,-3.637942,11.0,ID.MA.AM,97222.0,16-06-21,15:01:15,2,1.0,green
272,c3371b8ed5d8dc8db09be18bedc57130df9ff8f5,128.17601,-3.699972,11.0,ID.MA.AM,97112.0,16-06-21,15:01:17,2,1.0,green
244,b3676d0650711482a731ba688245d68649c1bc46,129.92697,-2.991746,5.0,ID.MA.MT,97544.0,16-06-21,15:01:36,1,0.999,green
118,54fe95306c02a61d09a6c532b9caaa66c7fd429f,129.97631,-3.02959,5.0,ID.MA.MT,97544.0,16-06-21,15:01:52,5,0.999,green
346,fded22b6f86413b42bdb7db34043e514dfe1437e,128.166724,-3.70878,21.0,ID.MA.AM,97116.0,16-06-21,15:01:59,3,1.0,green
46,23cf5ed01833a776b95ab49fd34216c4d812ba2a,128.274186,-3.621621,7.0,,,16-06-21,15:02:06,177,1.0,green
185,84ee9900948cad269104ce02f1528eb4c8a28ffa,127.93626,-3.131991,13.0,ID.MA.SB,97572.0,16-06-21,15:02:19,9,1.0,green
155,6c7bf9c3be31fc8d263867e3b406e56552d09f16,128.541194,-2.850238,12.0,ID.MA.SB,97562.0,16-06-21,15:02:36,1,0.999,green
123,58a7cc28b3882603c0e1fb19d6a23e65b5d00f92,128.17093,-3.708299,6.0,ID.MA.AM,97116.0,16-06-21,15:02:44,300,1.0,green
82,38c9454fea43fe1cdc250b49d037466a00e0fb01,128.087712,-3.581333,8.0,ID.MA.MT,97543.0,16-06-21,15:02:45,57,0.999,green
309,e022d7def440c5d412cf8937c14b77f0ca123df1,128.355131,-3.335357,9.0,ID.MA.SB,97566.0,16-06-21,15:03:13,1,1.0,green
99,46a2aafa93656b852bc4c98eebdf54e828b9d73a,128.193495,-3.681055,23.0,ID.MA.AM,97128.0,16-06-21,15:03:19,2,1.0,green
6,03b9bd1639d05905dbf7170c2440288bcfc791cb,128.18869,-3.648475,13.0,ID.MA.AM,97228.0,16-06-21,15:03:24,12,1.0,green
178,821377d6ce4c9095bead8537843a3cd8b1b11115,128.188818,-3.64843,15.0,ID.MA.AM,97228.0,16-06-21,15:03:25,8,0.999,green
3,013cb65725925cabfe6ff2273c1fe1c96d403ae7,128.182628,-3.660063,7.0,ID.MA.AM,97223.0,16-06-21,15:03:31,5,1.0,green
262,bf21f1015c69bcb58a43c6a39c77ff1a5a8895bc,128.1853,-3.69429,15.0,ID.MA.AM,97124.0,16-06-21,15:03:43,7,1.0,green
152,6b5c374b1365747aa16e4453d87e0672c22c0047,128.33511,-3.59279,8.0,ID.MA.MT,97544.0,16-06-21,15:03:46,99,0.999,green
303,dc74ad468f90d770c0105caf672e8ade9c0ca1dd,128.044133,-3.08781,19.0,ID.MA.SB,97572.0,16-06-21,15:04:01,2,0.999,green
199,9682b65f3c223e3b0870819b451d5227ef3b1993,128.213969,-3.659337,9.0,ID.MA.AM,97212.0,16-06-21,15:04:05,1,0.999,green
284,ceb6d4a662f9e9bb18fee1553434739594c4fee0,128.193456,-3.678313,12.0,ID.MA.AM,97129.0,16-06-21,15:04:11,9,1.0,green
265,bff536860d690296bca22b3deb27b6e4ce941ad4,127.994556,-3.372566,9.0,ID.MA.SB,97571.0,16-06-21,15:04:39,1,1.0,green
261,bf1501baeb9e30379dfe46f9038595e5d0664b5a,128.199499,-3.659459,18.0,ID.MA.AM,97222.0,16-06-21,15:04:53,11,1.0,green
323,ef6aa7938f6644d45be21c0479ed6fdaf4143b5e,128.967722,-3.301904,7.0,ID.MA.MT,97544.0,16-06-21,15:05:01,29,0.999,green
276,c73b1ae248d2e99e118e55c3ad09fe2badeb0810,129.71137,-2.84951,7.0,ID.MA.MT,97544.0,16-06-21,15:05:09,71,1.0,green
337,f9062571defe5d9865cd56deab4cbd6ce1434474,128.18832,-3.64986,4.0,ID.MA.AM,97228.0,16-06-21,15:05:11,136,0.999,green
120,572e5e889565a29025ff479d1083f244e00f5959,128.20334,-3.072599,20.0,ID.MA.SB,97561.0,16-06-21,15:05:15,96,0.999,green
273,c376bb286f98a79fa35c4f8477903b84c962050e,128.174938,-3.699018,6.0,ID.MA.AM,97112.0,16-06-21,15:05:25,1,0.999,green
156,6d03197c4802bda827300c6d4eae78d5c603bdb0,128.46478,-3.515966,10.0,ID.MA.MT,97545.0,16-06-21,15:05:36,2,0.999,green
197,94c10d1e59b66b2f671c62568db89ad1f75af702,127.942331,-3.364255,17.0,ID.MA.SB,97571.0,16-06-21,15:05:50,19,0.999,green
53,274d0909b89d0558017b8f350bf82d8da666b2f0,128.85406,-3.21958,7.0,ID.MA.MT,97544.0,16-06-21,15:05:56,2,0.999,green
20,10acf40107d026fea7bcde5ff6ee4a0b3b5679f6,128.33022,-3.58758,25.0,ID.MA.MT,97544.0,16-06-21,15:06:18,8,1.0,green
327,f3e0c9fb0d89d94745218f9398998cfebd308cc6,128.177139,-3.699989,37.0,ID.MA.AM,97111.0,16-06-21,15:06:22,3,0.999,green
