,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
4,075bb0d9e4d41fc9ccbe188d211b624049ecefae,128.15779,-3.70518,6.0,ID.MA.AM,97117.0,16-06-21,06:00:51,18,1.0,green
39,4071ae47db0cc743fa218c4f3578df4acb75e59e,128.967772,-3.299846,4.0,ID.MA.MT,97544.0,16-06-21,06:00:57,4,1.0,green
155,f5655417cff77cdd2cf4a986b53fd249d3deeb56,128.94547,-3.311822,24.0,ID.MA.MT,97544.0,16-06-21,06:01:40,993,0.999,green
135,d3831efd3b56fe1ca715684ae62c6668116c91a0,128.223015,-3.684331,17.0,ID.MA.AM,97128.0,16-06-21,06:01:42,15,1.0,green
139,d9198ea601dc1adc97549da71f389c65e0eaa70a,128.17529,-3.69754,18.0,ID.MA.AM,97111.0,16-06-21,06:02:12,156,1.0,green
99,96d5e4826c6c1c77a8c27b4fcc62df9a2fdf7ae4,128.155523,-3.707349,8.0,ID.MA.AM,97117.0,16-06-21,06:03:23,82,1.0,green
49,4ec9f99507eed491eb914496b032f28ca87243d7,128.23033,-3.693693,9.0,ID.MA.AM,97129.0,16-06-21,06:04:05,15,0.999,green
114,b385ba7fbd1cd5ef8b7f3fa943bb0d3982ddc7c6,128.194223,-3.693693,11.0,ID.MA.AM,97121.0,16-06-21,06:04:30,88,0.999,green
0,02e758f9fae2b4d46a62b3b232b21838490422aa,129.928791,-2.973137,21.0,ID.MA.MT,97544.0,16-06-21,06:05:20,1,1.0,green
102,9be66f2fabda4507af786b115b56fe17fd644590,128.250698,-3.636026,24.0,ID.MA.AM,97214.0,16-06-21,06:05:54,1,1.0,green
113,b36e2e9c71da0f3fa63aea80bc508999e613314b,128.160596,-3.704267,15.0,ID.MA.AM,97117.0,16-06-21,06:06:02,7,1.0,green
76,77366cfbfc946afac9e03cda2004b3fcae35e693,128.186473,-3.639639,10.0,ID.MA.AM,97223.0,16-06-21,06:06:20,49,1.0,green
45,490677511324182e2081b3dd41856758a5e91ec7,128.201968,-3.683304,7.0,ID.MA.AM,97128.0,16-06-21,06:06:26,1,1.0,green
60,614ea78d230b70e4898834c26e472b2bfedee6e4,128.196832,-3.711711,13.0,ID.MA.AM,97129.0,16-06-21,06:06:34,130,1.0,green
103,9ed9b8ca4b4fedbd59ca5422400ff5f50b918ff1,128.1776,-3.6902,15.0,,,16-06-21,06:06:43,6,1.0,green
147,e8344a4ad95bd80d8aa84cfdfeb95e8a07208a98,128.16072,-3.71172,9.0,ID.MA.AM,97117.0,16-06-21,06:07:43,7,1.0,green
105,a097972b55d3864093f4a452696caa28d662fece,128.20969,-3.67569,10.0,ID.MA.AM,97128.0,16-06-21,06:07:49,388,0.999,green
59,5fcab8b619d724eb6fd633fee2f369d0e3956f43,128.250818,-3.627095,8.0,ID.MA.AM,97214.0,16-06-21,06:08:27,1,0.999,green
123,c23d22710dcb7e26b69ffb274eb9609503007902,128.161428,-3.710203,10.0,ID.MA.AM,97117.0,16-06-21,06:08:31,2,0.999,green
92,8e1d595fd7503a2ca766e06a71a13c9ad4ac43ba,128.971205,-3.28695,14.0,ID.MA.MT,97544.0,16-06-21,06:08:45,8,0.999,green
111,ada978dabf537184c55072601ab1fc1e33c39ae1,128.177597,-3.6902,12.0,,,16-06-21,06:08:49,95,0.999,green
72,730a9377647e8e39f63808e21b4878879aa657d6,128.1776,-3.6902,64.0,,,16-06-21,06:09:25,1,1.0,green
122,c10ed41bb57df1f9d37963f5f1fe51efa4f84718,128.203816,-3.683634,6.0,ID.MA.AM,97128.0,16-06-21,06:09:36,188,0.999,green
66,6b2995931869b7bfa1434f2d64909ede43d7dc5b,129.298411,-2.911014,13.0,ID.MA.MT,97544.0,16-06-21,06:10:01,1,1.0,green
108,a7b5975e019a627338949ff20c25e54a14e3067d,128.166102,-3.705505,18.0,ID.MA.AM,97116.0,16-06-21,06:10:01,5,0.999,green
91,8d5f264dd41cf83ab1021757357028034cc232e0,128.158709,-3.711218,10.0,ID.MA.AM,97117.0,16-06-21,06:10:52,3,1.0,green
31,31b8e75b6cb712b8071e2ec312f89d29afe26308,128.40884,-3.43049,7.0,ID.MA.SB,97566.0,16-06-21,06:11:21,2,0.999,green
67,6d35746aed20bded14fe2c9c09cdeeb4373ced7f,128.166534,-3.665998,9.0,ID.MA.AM,97224.0,16-06-21,06:12:15,3,0.999,green
164,fde352fe70acfc4c2c19e058156418a13a7b312b,128.222457,-3.685416,4.0,ID.MA.AM,97128.0,16-06-21,06:12:30,2,1.0,green
131,cdc15d7ee587362cef0742a1df92eb1f1539832d,128.20919,-3.65984,10.0,ID.MA.AM,97212.0,16-06-21,06:12:53,2,0.999,green
130,cd4756b2453cb664cd4b3fc2737430b98c6db881,128.2176,-3.69439,10.0,ID.MA.AM,97129.0,16-06-21,06:12:55,1435,0.999,green
41,46052366e2b37aef00cfa19881909cd22a6bdb30,128.207099,-3.657657,5.0,,,16-06-21,06:13:27,49,0.999,green
165,fecf3396bf4d8437345ae89b5520bb716f589df3,128.545658,-2.850909,9.0,ID.MA.SB,97562.0,16-06-21,06:13:35,6,1.0,green
124,c617c571b2b73460ae4aa0f04be925400fa6c940,128.18316,-3.68796,6.0,ID.MA.AM,97123.0,16-06-21,06:13:41,6,0.999,green
5,08abdcd51e2189a65024ec0ae07fa41a72cdaec0,128.04959,-3.07856,11.0,ID.MA.SB,97572.0,16-06-21,06:13:54,3,1.0,green
77,79a6719b8975f77e0d6d60a1fc6c7204d8af7776,128.192151,-3.650009,9.0,ID.MA.AM,97222.0,16-06-21,06:13:58,5,0.999,green
2,0531f7678484aaa04a77829e611ebba15a7e1b89,128.19206,-3.68067,5.0,ID.MA.AM,97128.0,16-06-21,06:14:23,62,0.999,green
126,c9db5b5cfa1e7b5b42e0a23aa9ae0094fc302f26,129.652803,-3.315372,7.0,ID.MA.MT,97544.0,16-06-21,06:15:01,2,1.0,green
148,e98dd705d6744de89229eac1962bfe3b5863e61a,128.123342,-3.767888,20.0,ID.MA.AM,97118.0,16-06-21,06:15:48,118,0.999,green
64,669fe1a8af30c756cdc26a343e8cf1fceefd3dff,129.979503,-3.030618,19.0,ID.MA.MT,97544.0,16-06-21,06:16:25,2,1.0,green
34,38aeb677e96de5859aefe9a12255a674742015d5,128.251877,-3.634528,14.0,ID.MA.AM,97214.0,16-06-21,06:17:06,1,0.999,green
69,6f9ecbc77a6d5c4ec7ccbeffe29651b61f8e28e4,128.417613,-3.603119,1.0,ID.MA.MT,97545.0,16-06-21,06:17:36,6,0.999,green
138,d846d0da07ac00528d4508bc16efd249b3efbea9,128.176168,-3.693693,20.0,ID.MA.AM,,16-06-21,06:17:46,104,1.0,green
118,b7ad5c0ec6df0c2628340e78ffed4fcc87febe85,129.10367,-3.35136,19.0,ID.MA.MT,97544.0,16-06-21,06:18:01,72,1.0,green
7,09e5ba7b2606894d6efc60503098df963c39763e,128.15856,-3.58863,12.0,ID.MA.MT,97543.0,16-06-21,06:18:27,1,0.999,green
