,latitude,longitude,test
931,-3.31532,128.9365,30
932,-3.315325,129.65294,30
933,-3.315372,129.652803,30
934,-3.316424,129.65585,30
935,-3.31682,129.69935,30
936,-3.317706,129.67082,30
937,-3.3181,129.69737,30
938,-3.318818,128.394835,30
939,-3.321666,128.935666,30
940,-3.321716,128.93458,30
941,-3.322401,128.933533,30
942,-3.322688,128.933499,30
943,-3.323306,128.05273,30
944,-3.323509,129.812083,30
945,-3.324604,129.516904,30
946,-3.324898,129.780299,30
947,-3.3249,129.7883,30
948,-3.325528,129.784092,30
949,-3.325801,129.773405,30
950,-3.325829,129.780433,30
951,-3.32622,128.35986,30
952,-3.327367,128.357985,30
953,-3.32807,128.93208,30
954,-3.328113,128.334839,30
955,-3.328284,128.384386,30
956,-3.328658,128.356014,30
957,-3.32909,128.35398,30
958,-3.329498,128.338395,30
959,-3.329575,128.357894,30
960,-3.32991,128.91122,30
961,-3.330314,128.378346,30
962,-3.33083,129.84138,30
963,-3.331058,128.384486,30
964,-3.331115,128.354405,30
965,-3.331254,128.356097,30
966,-3.331423,128.348695,30
967,-3.331499,128.348999,30
968,-3.331761,128.348677,30
969,-3.331848,128.352461,30
970,-3.331969,128.352205,30
971,-3.331969,128.35252,30
972,-3.332026,128.684974,30
973,-3.332096,128.35541,30
974,-3.3326,128.351166,30
975,-3.332944,128.34345,30
976,-3.33298,128.38611,30
977,-3.33303,128.35142,30
978,-3.3333,128.353935,30
979,-3.333333,128.361311,30
980,-3.333333,128.379359,30
981,-3.333333,128.361311,30
982,-3.333333,128.938864,30
983,-3.333333,128.343262,30
984,-3.33334,128.36131,30
985,-3.333559,128.346596,30
986,-3.333584,128.35178,30
987,-3.333866,128.346702,30
988,-3.334001,128.376653,30
989,-3.334013,129.916526,30
990,-3.334128,128.351969,30
991,-3.33489,128.35651,30
992,-3.33501,128.34187,30
993,-3.335031,128.341766,30
994,-3.335356,128.93182,30
995,-3.335357,128.355131,30
996,-3.335385,128.35254,30
997,-3.33573,128.353159,30
998,-3.336091,128.375008,30
999,-3.3367,128.34119,30
1000,-3.336847,128.340388,30
1001,-3.33686,128.3405,30
1002,-3.33691,129.87101,30
1003,-3.337427,128.356907,30
1004,-3.33754,128.353326,30
1005,-3.338056,128.925308,30
1006,-3.338386,128.354776,30
1007,-3.338581,128.358962,30
1008,-3.33879,128.37765,30
1009,-3.338937,128.351642,30
1010,-3.339158,128.374021,30
1011,-3.339215,128.926884,30
1012,-3.339581,128.926331,30
1013,-3.33961,129.08283,30
1014,-3.339928,128.373996,30
1015,-3.340104,128.926528,30
1016,-3.340125,129.0903,30
1017,-3.34026,128.372205,30
1018,-3.340335,128.926775,30
1019,-3.340451,128.925661,30
1020,-3.340476,128.35353,30
1021,-3.340635,128.358095,30
1022,-3.340868,128.36139,30
1023,-3.34097,128.37158,30
1024,-3.341129,127.938137,30
1025,-3.341175,128.92497,30
1026,-3.34158,129.08455,30
1027,-3.341595,128.37077,30
1028,-3.341601,129.082288,30
1029,-3.341661,127.941268,30
1030,-3.342866,128.368221,30
1031,-3.342878,128.358881,30
1032,-3.343356,128.927063,30
1033,-3.343505,128.926655,30
1034,-3.344023,128.36807,30
1035,-3.344472,128.927529,30
1036,-3.345016,128.927911,30
1037,-3.345027,128.927621,30
1038,-3.345045,128.352127,30
1039,-3.345754,128.367639,30
1040,-3.346152,128.367304,30
1041,-3.346815,128.691741,30
1042,-3.34806,129.10595,30
1043,-3.348143,128.3658,30
1044,-3.348477,128.364564,30
1045,-3.348991,129.024771,30
1046,-3.349033,128.36578,30
1047,-3.349101,128.931243,30
1048,-3.349541,129.02634,30
1049,-3.34957,129.11159,30
1050,-3.34964,129.11222,30
1051,-3.35002,129.02824,30
1052,-3.350042,129.028141,30
1053,-3.35046,129.112406,30
1054,-3.35104,128.3634,30
1055,-3.351076,129.02695,30
1056,-3.351351,129.013428,30
1057,-3.351351,128.363668,30
1058,-3.351351,128.36366,30
1059,-3.35136,129.10367,30
1060,-3.351672,129.020925,30
1061,-3.352046,129.955483,30
1062,-3.35222,129.018112,30
1063,-3.35224,129.02157,30
1064,-3.352242,129.018147,30
1065,-3.352244,128.366396,30
1066,-3.352346,128.93407,30
1067,-3.35243,128.93632,30
1068,-3.35271,129.02082,30
1069,-3.353198,129.121795,30
1070,-3.353548,129.022679,30
1071,-3.353773,129.12052,30
1072,-3.353837,128.99457,30
1073,-3.353867,128.993612,30
1074,-3.35407,129.955723,30
1075,-3.354263,128.368755,30
1076,-3.354278,128.68054,30
1077,-3.35432,128.36778,30
1078,-3.354408,128.994152,30
1079,-3.35516,128.989332,30
1080,-3.355198,128.364141,30
1081,-3.355415,128.993144,30
1082,-3.35552,128.36312,30
1083,-3.355756,128.682633,30
1084,-3.355808,129.957588,30
1085,-3.355836,129.9576,30
1086,-3.356351,129.959253,30
1087,-3.357048,128.958953,30
1088,-3.3571,129.52622,30
1089,-3.35752,128.956834,30
1090,-3.358439,128.367266,30
1091,-3.358889,128.366781,30
1092,-3.358891,128.977802,30
1093,-3.35954,128.36822,30
1094,-3.359761,129.140789,30
1095,-3.360086,128.9686,30
1096,-3.36071,127.943608,30
1097,-3.360759,128.967077,30
1098,-3.360768,128.369743,30
1099,-3.361161,129.962142,30
1100,-3.361615,127.939222,30
1101,-3.36169,127.943501,30
1102,-3.36194,127.943196,30
1103,-3.361947,127.943087,30
1104,-3.362403,127.942782,30
1105,-3.363202,129.544744,30
1106,-3.363271,129.53092,30
1107,-3.363491,129.147279,30
1108,-3.36402,129.5312,30
1109,-3.3641,127.94469,30
1110,-3.364255,127.942331,30
1111,-3.36527,129.963231,30
1112,-3.366153,127.94801,30
1113,-3.366659,129.533444,30
1114,-3.366805,128.376105,30
1115,-3.36719,129.96609,30
1116,-3.36782,129.157374,30
1117,-3.368994,127.941096,30
1118,-3.36912,127.94154,30
1119,-3.36913,127.94131,30
1120,-3.36938,128.38407,30
1121,-3.369765,128.37642,30
1122,-3.369849,128.374409,30
1123,-3.370008,128.376982,30
1124,-3.370838,128.377014,30
1125,-3.370909,128.376973,30
1126,-3.37097,128.37607,30
1127,-3.370994,128.37705,30
1128,-3.371306,128.377276,30
1129,-3.371424,127.990364,30
1130,-3.372045,127.941435,30
1131,-3.372566,127.994556,30
1132,-3.374191,127.9432,30
1133,-3.375281,128.379986,30
1134,-3.378228,129.544421,30
1135,-3.378323,127.98579,30
1136,-3.37881,129.54576,30
1137,-3.37886,129.544645,30
1138,-3.378949,129.543802,30
1139,-3.379295,127.985277,30
1140,-3.37951,127.98557,30
1141,-3.380251,129.545762,30
1142,-3.380596,128.342678,30
1143,-3.380934,129.547054,30
1144,-3.38095,129.54709,30
1145,-3.380981,129.546085,30
1146,-3.382071,128.381203,30
1147,-3.382366,129.547588,30
1148,-3.382948,127.942201,30
1149,-3.383113,128.381856,30
1150,-3.38313,129.54802,30
1151,-3.383418,128.381701,30
1152,-3.384408,129.543451,30
1153,-3.38552,129.549445,30
1154,-3.38591,129.19795,30
1155,-3.38643,129.55009,30
1156,-3.386816,129.550211,30
1157,-3.387149,129.549245,30
1158,-3.387387,127.971331,30
1159,-3.387387,129.21675,30
1160,-3.387387,127.989381,30
1161,-3.38773,129.550285,30
1162,-3.387874,128.389081,30
1163,-3.388328,129.551247,30
1164,-3.38862,127.983061,30
1165,-3.390663,127.981443,30
1166,-3.39102,128.67509,30
1167,-3.391316,129.55252,30
1168,-3.391564,127.980024,30
1169,-3.391564,127.98003,30
1170,-3.39168,127.97994,30
1171,-3.39169,127.97961,30
1172,-3.392261,127.97929,30
1173,-3.392743,127.979241,30
1174,-3.39396,127.97865,30
1175,-3.393994,127.978786,30
1176,-3.395596,129.222183,30
1177,-3.395866,129.222275,30
1178,-3.396084,127.931756,30
1179,-3.396163,129.22325,30
1180,-3.39658,129.22408,30
1181,-3.398705,129.230141,30
1182,-3.401627,129.5596,30
1183,-3.403045,127.977231,35
1184,-3.405405,129.309411,35
1185,-3.405405,128.695715,35
1186,-3.40541,129.30941,35
1187,-3.40542,129.21915,35
1188,-3.405518,128.691056,35
1189,-3.406641,129.261637,35
1190,-3.40716,128.69134,35
1191,-3.407538,128.69212,35
1192,-3.408137,128.69452,35
1193,-3.41036,129.97551,35
1194,-3.411369,128.69409,35
1195,-3.412077,129.304655,35
1196,-3.415889,128.69063,35
1197,-3.41782,129.9718,35
1198,-3.419885,128.684656,35
1199,-3.42018,128.685253,35
1200,-3.42036,129.97331,35
1201,-3.421675,128.684438,35
1202,-3.42205,128.688201,35
1203,-3.42205,128.6882,35
1204,-3.422488,128.68553,35
1205,-3.423423,128.69813,35
1206,-3.423423,129.979696,35
1207,-3.423436,128.68097,35
1208,-3.4239,128.68029,35
1209,-3.430201,128.62071,35
1210,-3.43049,128.40884,35
1211,-3.433924,128.420579,35
1212,-3.43452,128.42143,35
1213,-3.434568,128.42155,35
1214,-3.43562,128.56791,35
1215,-3.436041,128.424876,35
1216,-3.438295,128.42567,35
1217,-3.43908,128.4257,35
1218,-3.439141,128.425935,35
1219,-3.439493,128.427639,35
1220,-3.440723,128.428296,35
1221,-3.441085,128.4285,35
1222,-3.441441,128.411748,35
1223,-3.445698,128.538318,35
1224,-3.446557,128.534346,35
1225,-3.45232,128.53933,35
1226,-3.45563,129.99883,35
1227,-3.45602,129.99743,35
1228,-3.456022,129.997434,35
1229,-3.45603,129.99881,35
1230,-3.456473,128.493037,35
1231,-3.456551,128.517338,35
1232,-3.456798,128.516965,35
1233,-3.457569,129.998432,35
1234,-3.457978,129.997866,35
1235,-3.459459,129.551391,35
1236,-3.459459,128.54054,35
1237,-3.459459,130.002663,35
1238,-3.460371,129.555583,35
1239,-3.461093,130.001161,35
1240,-3.462378,129.551178,35
1241,-3.462952,129.55018,35
1242,-3.463059,129.550285,35
1243,-3.463059,129.550285,35
1244,-3.46333,129.54913,35
1245,-3.464961,127.946426,35
1246,-3.47749,128.57909,35
1247,-3.478598,128.582463,35
1248,-3.480663,128.576309,35
1249,-3.485547,128.552778,35
1250,-3.495475,128.694043,35
1251,-3.495495,128.689865,35
1252,-3.4955,128.70791,35
1253,-3.4955,128.32883,35
1254,-3.496563,128.695668,35
1255,-3.496719,128.695815,35
1256,-3.49683,128.698757,35
1257,-3.499184,128.726669,35
1258,-3.500188,128.69194,35
1259,-3.50322,128.56499,1259
1260,-3.503415,128.563988,1260
1261,-3.50416,128.5643,1261
1262,-3.506221,128.331583,1262
1263,-3.506833,128.331542,1263
1264,-3.506873,128.326843,1264
1265,-3.507661,128.312784,1265
1266,-3.507853,128.689586,1266
1267,-3.508292,128.320689,1267
1268,-3.508745,128.316163,1268
1269,-3.5089,128.3162,1269
1270,-3.5091,128.31648,1270
1271,-3.50915,128.31504,1271
1272,-3.509435,128.315064,1272
1273,-3.50945,128.31505,1273
1274,-3.509523,128.31627,1274
1275,-3.509719,128.315687,1275
1276,-3.509746,128.345264,1276
1277,-3.50986,128.31955,1277
1278,-3.509974,128.34651,1278
1279,-3.510247,128.315927,1279
1280,-3.51027,128.34561,1280
1281,-3.510519,128.34514,1281
1282,-3.511652,128.31762,1282
1283,-3.513513,128.313253,1283
1284,-3.513513,128.47572,1284
1285,-3.51353,128.34935,1285
1286,-3.51353,128.3313,1286
1287,-3.514264,128.342764,1287
1288,-3.51444,128.34358,1288
1289,-3.514698,128.342972,1289
1290,-3.515828,128.415778,1290
1291,-3.51585,128.34249,1291
1292,-3.515966,128.46478,1292
1293,-3.516028,128.221306,1293
1294,-3.51614,128.34321,1294
1295,-3.516339,128.467742,1295
1296,-3.516444,128.46721,1296
1297,-3.516591,128.338026,1297
1298,-3.517159,128.341434,1298
1299,-3.5172,128.32235,1299
1300,-3.517286,128.45513,1300
1301,-3.517312,128.467545,1301
1302,-3.517695,128.471028,1302
1303,-3.517695,128.471028,1303
1304,-3.518416,128.47442,1304
1305,-3.518441,128.47498,1305
1306,-3.5185,128.47399,1306
1307,-3.518776,128.478231,1307
1308,-3.518786,128.345405,1308
1309,-3.518789,128.345403,1309
1310,-3.51921,128.48622,1310
1311,-3.519303,128.473153,1311
1312,-3.519323,128.478822,1312
1313,-3.519755,128.467421,1313
1314,-3.51997,128.45854,1314
1315,-3.5201,128.480201,1315
1316,-3.520304,128.45998,1316
1317,-3.520378,128.478136,1317
1318,-3.521431,128.485218,1318
1319,-3.52258,128.337026,1319
1320,-3.525738,128.351366,1320
1321,-3.526558,128.335508,1321
1322,-3.526612,128.335668,1322
1323,-3.526614,128.335673,1323
1324,-3.53056,128.416365,1324
1325,-3.530811,128.64218,1325
1326,-3.531531,128.49626,1326
1327,-3.531645,128.415326,1327
1328,-3.531663,128.416007,1328
1329,-3.534367,128.689954,1329
1330,-3.53447,128.41499,1330
1331,-3.535495,128.689838,1331
1332,-3.536993,128.691388,1332
1333,-3.537144,128.41493,1333
1334,-3.53741,128.41415,1334
1335,-3.539406,128.691681,1335
1336,-3.539916,128.6906,1336
1337,-3.540841,128.416745,1337
1338,-3.54169,128.70079,1338
1339,-3.54224,127.91631,1339
1340,-3.54273,127.921258,1340
1341,-3.544169,128.199723,1341
1342,-3.544658,127.920606,1342
1343,-3.544986,128.553454,1343
1344,-3.545103,127.920725,1344
1345,-3.545539,127.921139,1345
1346,-3.54625,128.19841,1346
1347,-3.546251,128.198408,1347
1348,-3.547967,128.197716,1348
1349,-3.548318,128.33379,1349
1350,-3.548578,127.919395,1350
1351,-3.548589,127.919396,1351
1352,-3.548691,127.91943,1352
1353,-3.548705,127.919346,1353
1354,-3.549549,128.552918,1354
1355,-3.549549,128.426549,1355
1356,-3.549549,128.336286,1356
1357,-3.550663,128.424569,1357
1358,-3.550761,128.195046,1358
1359,-3.550964,128.422696,1359
1360,-3.551644,128.423035,1360
1361,-3.551661,128.422706,1361
1362,-3.55176,128.42165,1362
1363,-3.551764,128.1971,1363
1364,-3.551835,128.42152,1364
1365,-3.552214,128.422475,1365
1366,-3.552214,128.422475,1366
1367,-3.55279,128.422314,1367
1368,-3.55302,128.665718,1368
1369,-3.55309,128.42311,1369
1370,-3.553461,128.194952,1370
1371,-3.554078,128.19466,1371
1372,-3.554296,128.425411,1372
1373,-3.554368,128.193254,1373
1374,-3.554479,128.422344,1374
1375,-3.554613,128.423214,1375
1376,-3.55502,128.32765,1376
1377,-3.5553,128.40276,1377
1378,-3.555798,128.325113,1378
1379,-3.556349,128.191616,1379
1380,-3.55684,128.68946,1380
1381,-3.55691,128.19443,1381
1382,-3.5572,128.19161,1382
1383,-3.557626,128.321458,1383
1384,-3.557627,128.191793,1384
1385,-3.56013,128.31247,1385
1386,-3.561161,128.32034,1386
1387,-3.562423,128.317828,1387
1388,-3.562686,128.32127,1388
1389,-3.563096,128.320717,1389
1390,-3.563215,128.321348,1390
1391,-3.56345,128.3206,1391
1392,-3.56359,128.32117,1392
1393,-3.563814,128.31878,1393
1394,-3.563881,128.320381,1394
1395,-3.564461,128.32228,1395
1396,-3.564845,128.321731,1396
1397,-3.566917,128.319885,1397
1398,-3.567202,128.31989,1398
1399,-3.567358,128.314907,1399
1400,-3.567567,128.176319,1400
1401,-3.567567,128.66375,1401
1402,-3.567567,128.194372,1402
1403,-3.567567,128.66375,1403
1404,-3.567567,128.645697,1404
1405,-3.56757,128.66375,1405
1406,-3.569294,128.187063,1406
1407,-3.570458,128.649941,1407
1408,-3.571153,128.323465,1408
1409,-3.571389,128.663331,1409
1410,-3.571676,128.624506,1410
1411,-3.572316,128.656172,1411
1412,-3.572319,128.65617,1412
1413,-3.572547,128.656009,1413
1414,-3.572579,128.650711,1414
1415,-3.572592,128.657051,1415
1416,-3.57286,128.310551,1416
1417,-3.57347,128.32201,1417
1418,-3.57349,128.65136,1418
1419,-3.573623,128.65927,1419
1420,-3.57401,128.66047,1420
1421,-3.57559,128.32233,1421
1422,-3.57782,128.62125,1422
1423,-3.57811,128.18137,1423
1424,-3.578118,128.613121,1424
1425,-3.579421,128.182612,1425
1426,-3.579717,128.325958,1426
1427,-3.579761,128.620473,1427
1428,-3.581185,128.62804,1428
1429,-3.581333,128.087712,1429
1430,-3.581623,128.08642,1430
1431,-3.581632,128.179879,1431
1432,-3.58173,128.33155,1432
1433,-3.58213,128.62397,1433
1434,-3.582248,128.324274,1434
1435,-3.582378,128.324259,1435
1436,-3.58268,128.32591,1436
1437,-3.582858,128.324378,1437
1438,-3.58289,128.6168,1438
1439,-3.582893,128.251875,1439
1440,-3.582966,128.326758,1440
1441,-3.58297,128.32586,1441
1442,-3.583095,128.327101,1442
1443,-3.583122,128.179371,1443
1444,-3.583183,128.085101,1444
1445,-3.583421,128.61797,1445
1446,-3.583991,128.178077,1446
1447,-3.584325,128.326408,1447
1448,-3.584744,128.32657,1448
1449,-3.584882,128.1778,1449
1450,-3.585221,128.178583,1450
1451,-3.585274,128.173768,1451
1452,-3.58541,128.17376,1452
1453,-3.585585,128.124678,1453
1454,-3.585585,128.088572,1454
1455,-3.585585,128.323265,1455
1456,-3.585585,128.178838,1456
1457,-3.585585,128.323265,1457
1458,-3.585585,128.088572,1458
1459,-3.585585,128.323265,1459
1460,-3.585585,128.666279,1460
1461,-3.585585,128.178838,1461
1462,-3.585585,128.341319,1462
1463,-3.585585,128.341319,1463
1464,-3.585585,128.323265,1464
1465,-3.585585,128.052465,1465
1466,-3.585585,128.106625,1466
1467,-3.58559,128.64821,1467
1468,-3.58559,128.16078,1468
1469,-3.585634,128.327132,1469
1470,-3.585665,128.17731,1470
1471,-3.585701,128.172991,1471
1472,-3.585934,128.327206,1472
1473,-3.586048,128.17208,1473
1474,-3.586308,128.32596,1474
1475,-3.586311,128.132678,1475
1476,-3.58656,128.08314,1476
1477,-3.586713,128.17305,1477
1478,-3.58682,128.10374,1478
1479,-3.586852,128.129068,1479
1480,-3.58696,128.082671,1480
1481,-3.58707,128.33065,1481
1482,-3.587071,128.121746,1482
1483,-3.587098,128.31862,1483
1484,-3.587229,128.323125,1484
1485,-3.58728,128.0982,1485
1486,-3.587352,128.103301,1486
1487,-3.58743,128.11726,1487
1488,-3.58749,128.10344,1488
1489,-3.587539,128.112251,1489
1490,-3.58754,128.32819,1490
1491,-3.58758,128.33022,1491
1492,-3.587668,128.16803,1492
1493,-3.58792,128.63442,1493
1494,-3.58803,128.11823,1494
1495,-3.588401,128.098664,1495
1496,-3.588454,128.118013,1496
1497,-3.58846,128.0987,1497
1498,-3.5885,128.33214,1498
1499,-3.58863,128.15856,1499
1500,-3.588769,128.15773,1500
1501,-3.588824,128.097661,1501
1502,-3.588852,128.163023,1502
1503,-3.588961,128.167231,1503
1504,-3.589052,128.165634,1504
1505,-3.58907,128.17199,1505
1506,-3.589188,128.10027,1506
1507,-3.589225,128.155499,1507
1508,-3.589243,128.332195,1508
1509,-3.589515,128.33754,1509
1510,-3.589582,128.160233,1510
1511,-3.589586,128.171803,1511
1512,-3.589648,128.65688,1512
1513,-3.58985,128.13496,1513
1514,-3.589881,128.337634,1514
1515,-3.589926,128.34044,1515
1516,-3.59001,128.34063,1516
1517,-3.590045,128.059683,1517
1518,-3.590088,128.333463,1518
1519,-3.590128,128.086271,1519
1520,-3.590357,128.134886,1520
1521,-3.590403,128.334211,1521
1522,-3.590441,128.150033,1522
1523,-3.590522,128.056307,1523
1524,-3.590588,128.33301,1524
1525,-3.590589,128.340244,1525
1526,-3.590592,128.05746,1526
1527,-3.590623,128.334488,1527
1528,-3.59063,128.33764,1528
1529,-3.59064,128.70195,1529
1530,-3.59073,128.334627,1530
1531,-3.59074,128.14559,1531
1532,-3.590817,128.339552,1532
1533,-3.590891,128.34056,1533
1534,-3.590967,128.055667,1534
1535,-3.590985,128.144076,1535
1536,-3.590992,128.340238,1536
1537,-3.591101,128.337222,1537
1538,-3.591306,128.06705,1538
1539,-3.59137,128.33826,1539
1540,-3.591442,128.338193,1540
1541,-3.59149,128.70256,1541
1542,-3.591504,128.03555,1542
1543,-3.591535,128.341474,1543
1544,-3.5916,128.34141,1544
1545,-3.59168,128.339006,1545
1546,-3.59169,128.63565,1546
1547,-3.591766,128.027578,1547
1548,-3.59178,128.3393,1548
1549,-3.5918,128.33829,1549
1550,-3.592026,128.340018,1550
1551,-3.592067,128.06174,1551
1552,-3.592118,128.704459,1552
1553,-3.592289,128.342805,1553
1554,-3.59266,128.032781,1554
1555,-3.59268,128.17757,1555
1556,-3.592772,128.33511,1556
1557,-3.592795,128.02982,1557
1558,-3.59296,128.03071,1558
1559,-3.593006,128.029546,1559
1560,-3.593042,128.031616,1560
1561,-3.593049,128.030549,1561
1562,-3.593092,128.337483,1562
1563,-3.593364,128.34627,1563
1564,-3.593683,128.176756,1564
1565,-3.593713,128.035576,1565
1566,-3.593888,128.33923,1566
1567,-3.594327,128.04254,1567
1568,-3.594836,128.043658,1568
1569,-3.594985,128.34565,1569
1570,-3.59506,128.02947,1570
1571,-3.595089,128.344694,1571
1572,-3.595135,128.34341,1572
1573,-3.59516,128.03658,1573
1574,-3.596087,128.349339,1574
1575,-3.596151,128.337154,1575
1576,-3.59653,128.34011,1576
1577,-3.596868,128.339392,1577
1578,-3.596953,128.34976,1578
1579,-3.59696,128.18044,1579
1580,-3.59769,128.34026,1580
1581,-3.597947,128.33869,1581
1582,-3.598561,128.277985,1582
1583,-3.598944,128.336546,1583
1584,-3.5994,128.336453,1584
1585,-3.599853,128.337338,1585
1586,-3.59996,128.33607,1586
1587,-3.600069,128.33823,1587
1588,-3.60009,128.337113,45
1589,-3.600235,128.351969,45
1590,-3.600932,128.327755,45
1591,-3.60107,128.336234,45
1592,-3.601235,128.335601,45
1593,-3.602183,128.333459,45
1594,-3.6023,128.33337,45
1595,-3.602501,128.331616,45
1596,-3.602635,128.335898,45
1597,-3.60279,128.18794,45
1598,-3.6028,128.336089,45
1599,-3.603119,128.417613,45
1600,-3.603346,128.416734,45
1601,-3.603416,128.715125,45
1602,-3.60345,128.71382,45
1603,-3.603455,128.417816,45
1604,-3.603603,128.30775,45
1605,-3.603603,128.27164,45
1606,-3.603603,128.722982,45
1607,-3.603603,128.307747,45
1608,-3.603603,128.19942,45
1609,-3.603603,128.542445,45
1610,-3.603603,128.253585,45
1611,-3.603603,128.650767,45
1612,-3.603603,128.524391,45
1613,-3.60361,128.70492,45
1614,-3.60361,128.16331,45
1615,-3.603791,128.71451,45
1616,-3.603864,128.7129,45
1617,-3.603941,128.71289,45
1618,-3.603954,128.549525,45
1619,-3.60409,128.333343,45
1620,-3.604279,128.33221,45
1621,-3.604507,128.713496,45
1622,-3.604866,128.41966,45
1623,-3.605963,128.189096,45
1624,-3.606048,128.331456,45
1625,-3.606383,128.509938,45
1626,-3.606401,128.32991,45
1627,-3.60703,128.327251,45
1628,-3.607182,128.330618,45
1629,-3.607325,128.327871,45
1630,-3.607379,128.327058,45
1631,-3.607494,128.327967,45
1632,-3.60766,128.32819,45
1633,-3.608548,128.189893,45
1634,-3.610265,128.548021,45
1635,-3.610362,128.300014,45
1636,-3.611026,128.298926,45
1637,-3.61231,128.27552,45
1638,-3.612351,128.540494,45
1639,-3.612467,128.277544,45
1640,-3.612506,128.27702,45
1641,-3.612535,128.276058,45
1642,-3.61285,128.30116,45
1643,-3.613087,128.278247,45
1644,-3.613352,128.27652,45
1645,-3.613429,128.355332,45
1646,-3.613565,128.2783,45
1647,-3.613937,128.354351,45
1648,-3.614126,128.305776,45
1649,-3.614284,128.276634,45
1650,-3.614362,128.289698,45
1651,-3.614375,128.427005,45
1652,-3.614628,128.275568,45
1653,-3.6149,128.2752,45
1654,-3.61626,128.2776,45
1655,-3.61629,128.290542,45
1656,-3.616356,128.278967,45
1657,-3.61669,128.25447,45
1658,-3.6168,128.26934,45
1659,-3.616813,128.273264,45
1660,-3.616839,128.273776,45
1661,-3.616871,128.305908,45
1662,-3.617103,128.30753,45
1663,-3.61716,128.18867,45
1664,-3.61736,128.30126,45
1665,-3.617717,128.257913,45
1666,-3.617725,128.28514,45
1667,-3.617988,128.307247,45
1668,-3.61811,128.27819,45
1669,-3.61823,128.30321,45
1670,-3.618248,128.301982,45
1671,-3.618322,128.279569,45
1672,-3.618545,128.287254,45
1673,-3.618728,128.296312,45
1674,-3.618757,128.30414,45
1675,-3.61876,128.316078,45
1676,-3.618895,128.304205,45
1677,-3.618908,128.307129,45
1678,-3.618962,128.307215,45
1679,-3.619374,128.353578,45
1680,-3.619478,128.353335,45
1681,-3.61955,128.29005,45
1682,-3.619638,128.1899,45
1683,-3.61969,128.260036,45
1684,-3.619867,128.284428,45
1685,-3.619902,128.284737,45
1686,-3.6203,128.29309,45
1687,-3.62092,128.29807,45
1688,-3.621044,128.189498,45
1689,-3.621202,128.3554,45
1690,-3.621273,128.23083,45
1691,-3.621285,128.18915,45
1692,-3.6213,128.30637,45
1693,-3.621344,128.208295,45
1694,-3.621573,128.292415,45
1695,-3.62162,128.25613,45
1696,-3.62162,128.25613,45
1697,-3.62162,128.25613,45
1698,-3.621621,128.256132,45
1699,-3.621621,128.29224,45
1700,-3.621621,128.238078,45
1701,-3.621621,128.310294,45
1702,-3.621621,128.238078,45
1703,-3.621621,128.238078,45
1704,-3.621621,128.22002,45
1705,-3.621621,128.256132,45
1706,-3.621621,128.238078,45
1707,-3.621621,128.328348,45
1708,-3.621621,128.238078,45
1709,-3.621621,128.29224,45
1710,-3.621621,128.23808,45
1711,-3.621621,128.346402,45
1712,-3.621621,128.238078,45
1713,-3.621621,128.220024,45
1714,-3.621621,128.256132,45
1715,-3.621621,128.23808,45
1716,-3.621621,128.27419,45
1717,-3.621621,128.23808,45
1718,-3.621621,128.22002,45
1719,-3.621621,128.454727,45
1720,-3.621621,128.256132,45
1721,-3.621621,128.220024,45
1722,-3.621621,128.310294,45
1723,-3.621621,128.238078,45
1724,-3.621621,128.220024,45
1725,-3.621621,128.256132,45
1726,-3.621621,128.23808,45
1727,-3.621621,128.29224,45
1728,-3.621621,128.310294,45
1729,-3.621621,128.220024,45
1730,-3.621621,128.238078,45
1731,-3.621621,128.238078,45
1732,-3.621621,128.220024,45
1733,-3.62163,128.22002,45
1734,-3.62163,128.25613,45
1735,-3.62163,128.23807,45
1736,-3.62163,128.29224,45
1737,-3.62163,128.22002,45
1738,-3.62163,128.27418,45
1739,-3.62163,128.29224,45
1740,-3.621681,128.24477,45
1741,-3.621811,128.213588,45
1742,-3.621831,128.252687,45
1743,-3.621876,128.253419,45
1744,-3.621921,128.24985,45
1745,-3.621966,128.2304,45
1746,-3.622001,128.22107,45
1747,-3.622002,128.285091,45
1748,-3.622017,128.441581,45
1749,-3.622025,128.226863,45
1750,-3.622116,128.226642,45
1751,-3.62212,128.21889,45
1752,-3.622129,128.221021,45
1753,-3.622156,128.190418,45
1754,-3.62219,128.23079,45
1755,-3.62229,128.25544,45
1756,-3.622366,128.25482,45
1757,-3.622441,128.2255,45
1758,-3.622469,128.252257,45
1759,-3.622569,128.250266,45
1760,-3.622691,128.221061,45
1761,-3.622725,128.249895,45
1762,-3.622793,128.219856,45
1763,-3.622834,128.219602,45
1764,-3.622837,128.285659,45
1765,-3.62309,128.189433,45
1766,-3.62311,128.25514,45
1767,-3.623277,128.22003,45
1768,-3.623281,128.220253,45
1769,-3.623452,128.35144,45
1770,-3.623621,128.223022,45
1771,-3.623632,128.225625,45
1772,-3.624035,128.302111,45
1773,-3.624075,128.246088,45
1774,-3.624213,128.30203,45
1775,-3.62425,128.221749,45
1776,-3.624266,128.21867,45
1777,-3.624282,128.22247,45
1778,-3.624628,128.220221,45
1779,-3.624679,128.252021,45
1780,-3.624681,128.246447,45
1781,-3.624838,128.22387,45
1782,-3.624881,128.22336,45
1783,-3.6249,128.247228,45
1784,-3.624989,128.22345,45
1785,-3.625089,128.24385,45
1786,-3.62511,128.223343,45
1787,-3.625151,128.305391,45
1788,-3.625177,128.251572,45
