,latitude,longitude,test
245,-2.99099,129.94278,10
246,-2.99099,129.83452,10
247,-2.991223,129.045187,10
248,-2.991746,129.92697,10
249,-2.99262,130.14375,10
250,-2.992758,129.928175,10
251,-2.993486,128.126793,10
252,-2.99375,129.92042,10
253,-2.99384,129.84059,10
254,-2.993852,129.840574,10
255,-2.994263,129.840683,10
256,-2.994663,129.93195,10
257,-2.995188,129.836529,10
258,-2.995211,129.92969,10
259,-2.996205,129.83626,10
260,-2.996633,129.931084,10
261,-2.996904,128.12204,10
262,-2.997443,129.8365,10
263,-2.997925,129.835564,10
264,-2.997938,129.83148,10
265,-2.998016,129.932599,10
266,-2.998148,129.837795,10
267,-2.99816,129.932529,10
268,-2.998375,129.923495,10
269,-2.999015,129.94513,10
270,-3.000872,129.918079,10
271,-3.00088,129.91808,15
272,-3.00092,129.916903,15
273,-3.00183,127.959671,15
274,-3.003795,129.954255,15
275,-3.004053,129.94737,15
276,-3.004736,129.876496,15
277,-3.005453,129.933258,15
278,-3.00597,128.12163,15
279,-3.006254,128.118362,15
280,-3.006413,128.118147,15
281,-3.007528,129.912435,15
282,-3.007561,128.115281,15
283,-3.008337,129.912111,15
284,-3.008381,127.954521,15
285,-3.00858,127.949967,15
286,-3.00893,127.94895,15
287,-3.009009,128.12259,15
288,-3.009009,129.94492,15
289,-3.009009,129.926878,15
290,-3.00901,127.9602,15
291,-3.009361,127.949488,15
292,-3.009368,129.945543,15
293,-3.009822,127.950482,15
294,-3.010071,127.953036,15
295,-3.010087,127.95015,15
296,-3.010087,127.95015,15
297,-3.010221,127.952903,15
298,-3.011219,129.948669,15
299,-3.01166,127.95279,15
300,-3.01232,127.95081,15
301,-3.013641,128.12201,15
302,-3.01484,128.12284,15
303,-3.018881,129.939916,15
304,-3.020273,128.092826,15
305,-3.02262,128.07365,15
306,-3.02359,128.07409,15
307,-3.02529,129.95002,15
308,-3.025713,129.966328,15
309,-3.027027,129.947076,15
310,-3.028452,129.967428,15
311,-3.02855,130.07497,15
312,-3.02959,129.97631,15
313,-3.029593,129.977573,15
314,-3.029648,129.976719,15
315,-3.029688,130.101344,15
316,-3.030424,129.966472,15
317,-3.030618,129.979503,15
318,-3.030991,130.134234,15
319,-3.03244,128.12297,15
320,-3.03316,129.975299,15
321,-3.033233,129.975281,15
322,-3.037271,129.976758,15
323,-3.039226,130.027086,15
324,-3.039498,129.919046,15
325,-3.039823,130.095447,15
326,-3.041436,129.970783,15
327,-3.04148,130.02753,15
328,-3.041627,130.079018,15
329,-3.042351,130.148029,15
330,-3.042503,130.081176,15
331,-3.04312,130.14211,15
332,-3.04387,128.11057,15
333,-3.044196,130.15024,15
334,-3.044451,130.149393,15
335,-3.044531,129.921155,15
336,-3.045045,130.075548,15
337,-3.04505,129.96728,15
338,-3.045208,130.034154,15
339,-3.04535,130.03444,15
340,-3.045361,130.034843,15
341,-3.046575,130.0309,15
342,-3.046691,130.034401,15
343,-3.047017,130.14687,15
344,-3.047086,130.026296,15
345,-3.047092,130.056124,15
346,-3.047103,130.02625,15
347,-3.047842,130.060744,15
348,-3.048026,130.030101,15
349,-3.048238,130.029674,15
350,-3.04855,130.030898,15
351,-3.049293,129.920728,15
352,-3.049331,129.920573,15
353,-3.05011,130.07806,15
354,-3.05105,130.0811,15
355,-3.053643,128.134683,15
356,-3.053672,128.134587,15
357,-3.05489,130.03433,15
358,-3.05622,128.1939,15
359,-3.056572,130.034697,15
360,-3.058362,128.123783,15
361,-3.058618,128.136065,15
362,-3.058633,128.122911,15
363,-3.05955,128.12543,15
364,-3.059585,128.1934,15
365,-3.06053,128.13883,15
366,-3.061752,128.193828,15
367,-3.062108,128.193842,15
368,-3.062325,128.196742,15
369,-3.06244,128.19667,15
370,-3.062442,128.194606,15
371,-3.062562,128.195236,15
372,-3.062586,128.196176,15
373,-3.062621,128.195611,15
374,-3.06275,128.19667,15
375,-3.063063,128.201175,15
376,-3.063063,130.149905,15
377,-3.063063,128.183131,15
378,-3.063151,128.180333,15
379,-3.063159,128.122672,15
380,-3.06361,128.1875,15
381,-3.064112,128.196223,15
382,-3.064368,128.19495,15
383,-3.06445,128.23081,15
384,-3.065418,128.192525,15
385,-3.065527,128.19212,15
386,-3.065721,128.140123,15
387,-3.06593,128.11567,15
388,-3.066266,128.203126,15
389,-3.066381,128.23082,15
390,-3.066423,128.229994,15
391,-3.06656,128.23014,15
392,-3.066837,128.231516,15
393,-3.066961,128.194139,15
394,-3.066984,128.19469,15
395,-3.067062,128.196969,15
396,-3.06709,128.19598,15
397,-3.06763,128.1935,15
398,-3.067968,128.229399,15
399,-3.068235,128.194469,15
400,-3.068241,128.19904,15
401,-3.068313,128.19453,15
402,-3.068615,128.089773,15
403,-3.068936,128.199813,15
404,-3.069078,128.19742,15
405,-3.069351,128.201017,15
406,-3.06946,128.19954,15
407,-3.06964,128.19631,15
408,-3.06972,128.19694,15
409,-3.06985,128.08746,15
410,-3.069993,128.200585,15
411,-3.070169,128.089734,15
412,-3.070238,128.088451,15
413,-3.07025,128.14436,15
414,-3.070326,128.19748,15
415,-3.070703,128.087707,15
416,-3.071352,128.198288,15
417,-3.071393,128.197428,15
418,-3.071406,128.197999,15
419,-3.071746,128.19711,15
420,-3.071845,128.198576,15
421,-3.072341,128.203273,15
422,-3.072599,128.20334,15
423,-3.072898,128.20099,15
424,-3.07335,128.2035,15
425,-3.073775,128.2005,15
426,-3.075076,128.087971,15
427,-3.075237,128.20341,15
428,-3.075253,128.20494,15
429,-3.075306,128.078154,15
430,-3.075847,128.045651,15
431,-3.07679,128.14845,15
432,-3.077589,128.024555,15
433,-3.077665,128.066526,15
434,-3.078253,128.215035,15
435,-3.07856,128.04959,15
436,-3.078845,128.007041,15
437,-3.078905,128.206426,15
438,-3.079191,128.215299,15
439,-3.079196,128.213806,15
440,-3.079606,128.206691,15
441,-3.080689,128.142261,15
442,-3.080816,128.062343,15
443,-3.081081,128.203339,15
444,-3.081081,128.203339,15
445,-3.081081,128.149207,15
446,-3.08109,128.2033,15
447,-3.08189,128.029581,15
448,-3.082468,128.032814,15
449,-3.083421,128.034464,15
450,-3.08476,128.133868,15
451,-3.086015,128.05263,15
452,-3.08781,128.044133,15
453,-3.08831,128.21161,15
454,-3.08938,128.21712,15
455,-3.089397,128.2157,15
456,-3.089523,128.217526,15
457,-3.08969,128.21228,15
458,-3.090044,128.215119,15
459,-3.09163,128.130375,15
460,-3.093568,128.127796,15
461,-3.09419,128.128591,15
462,-3.094587,128.21881,15
463,-3.09556,128.1268,15
464,-3.095584,128.222117,15
465,-3.095606,128.12686,15
466,-3.095864,128.22505,15
467,-3.096058,128.12627,15
468,-3.096734,128.125299,15
469,-3.097123,128.124898,15
470,-3.098487,128.121871,15
471,-3.099099,128.205515,15
472,-3.099218,128.121711,15
473,-3.09953,128.221184,15
474,-3.102097,128.210744,15
475,-3.10833,128.225506,20
476,-3.113226,128.238285,20
477,-3.117819,127.951392,20
478,-3.11782,127.951393,20
479,-3.119739,127.95322,20
480,-3.120243,127.953745,20
481,-3.12063,127.950399,20
482,-3.121484,127.945151,20
483,-3.131991,127.936258,20
484,-3.141278,127.928291,20
485,-3.145256,127.92365,20
486,-3.146665,127.91962,20
487,-3.14716,127.92033,20
488,-3.160811,129.070155,20
489,-3.189725,128.951785,20
490,-3.191632,128.951762,20
491,-3.19287,128.90749,20
492,-3.198986,128.895784,20
493,-3.19955,129.00493,20
494,-3.199994,128.871676,20
495,-3.20039,128.89061,20
496,-3.20039,128.89923,25
497,-3.200846,129.033908,25
498,-3.201956,129.030588,25
499,-3.202233,128.87189,25
500,-3.202371,129.00992,25
501,-3.203174,128.971958,25
502,-3.203217,128.269652,25
503,-3.203555,128.27899,25
504,-3.203945,128.87211,25
505,-3.203948,128.926143,25
506,-3.203973,129.032779,25
507,-3.20408,129.02987,25
508,-3.204135,128.871488,25
509,-3.20425,128.97399,25
510,-3.204688,128.278908,25
511,-3.20556,129.01562,25
512,-3.206118,129.017139,25
513,-3.206178,128.273383,25
514,-3.206476,128.279656,25
515,-3.206633,129.022318,25
516,-3.206687,129.021084,25
517,-3.207207,129.030925,25
518,-3.207207,129.048971,25
519,-3.207207,129.03093,25
520,-3.20721,128.27298,25
521,-3.20721,128.29102,25
522,-3.20721,128.27296,25
523,-3.207573,128.067608,25
524,-3.2076,129.02847,25
525,-3.207707,128.923983,25
526,-3.208193,129.010327,25
527,-3.208348,128.275804,25
528,-3.208661,129.01788,25
529,-3.208826,129.018252,25
530,-3.20955,128.980338,25
531,-3.210179,128.27831,25
532,-3.210469,128.27875,25
533,-3.210779,128.279986,25
534,-3.212186,128.281016,25
535,-3.21269,128.28066,25
536,-3.21325,129.018843,25
537,-3.21354,128.278065,25
538,-3.213653,128.279371,25
539,-3.213875,128.276163,25
540,-3.214017,128.066342,25
541,-3.214048,128.275925,25
542,-3.21435,128.281219,25
543,-3.214957,128.275719,25
544,-3.215046,129.04152,25
545,-3.215161,128.280985,25
546,-3.216288,128.275031,25
547,-3.216395,128.855279,25
548,-3.216816,128.98072,25
549,-3.217295,129.015651,25
550,-3.21755,128.286301,25
551,-3.218612,128.286387,25
552,-3.219313,128.281048,25
553,-3.21934,128.28547,25
554,-3.219576,128.85406,25
555,-3.220463,128.852928,25
556,-3.220534,128.85214,25
557,-3.22078,129.02955,25
558,-3.2209,129.02962,25
559,-3.22096,128.289373,25
560,-3.222276,128.288076,25
561,-3.223286,129.031218,25
562,-3.22377,128.065455,25
563,-3.22383,129.020751,25
564,-3.22416,128.99892,25
565,-3.224989,129.064646,25
566,-3.225225,128.293294,25
567,-3.225225,128.997112,25
568,-3.225225,128.852739,25
569,-3.225568,128.066403,25
570,-3.226433,129.029208,25
571,-3.228265,129.040234,25
572,-3.22827,129.04023,25
573,-3.230158,128.067048,25
574,-3.232194,129.06831,25
575,-3.232248,129.045153,25
576,-3.232467,128.844258,25
577,-3.232837,129.038024,25
578,-3.23417,129.04714,25
579,-3.235156,128.29735,25
580,-3.235651,129.04713,25
581,-3.236937,129.0517,25
582,-3.23813,128.29929,25
583,-3.239368,129.041013,25
584,-3.240915,129.00728,25
585,-3.24124,128.30055,25
586,-3.24232,128.300925,25
587,-3.243221,129.028511,25
588,-3.24325,128.98135,25
589,-3.24664,128.06399,25
590,-3.246677,128.06456,25
591,-3.25154,129.08276,25
592,-3.252156,128.97687,25
593,-3.252556,128.064037,25
594,-3.252964,129.060175,25
595,-3.255107,128.98244,25
596,-3.25584,128.98172,25
597,-3.25623,128.99211,25
598,-3.256469,128.306521,25
599,-3.256781,128.98383,25
600,-3.257068,128.0592,25
601,-3.257109,128.78139,25
602,-3.257223,128.978245,25
603,-3.257282,128.979273,25
604,-3.257343,128.979196,25
605,-3.25736,128.30412,25
606,-3.25766,128.97921,25
607,-3.257755,128.971778,25
608,-3.257863,128.304168,25
609,-3.258211,129.018068,25
610,-3.259212,129.032238,25
611,-3.259331,128.969823,25
612,-3.259445,129.053573,25
613,-3.259612,128.05975,25
614,-3.25998,128.05926,25
615,-3.260251,128.306765,25
616,-3.261261,128.063253,25
617,-3.261261,128.063253,25
618,-3.261261,128.983662,25
619,-3.26127,129.07389,25
620,-3.26176,128.98975,25
621,-3.262912,128.054619,25
622,-3.263141,128.06041,25
623,-3.263506,128.971863,25
624,-3.266296,128.776638,25
625,-3.26694,128.773298,25
626,-3.27042,128.34932,25
627,-3.271246,128.972187,25
628,-3.27137,128.97375,25
629,-3.2714,128.97402,25
630,-3.27217,129.01717,25
631,-3.273686,128.41276,25
632,-3.274121,128.31284,25
633,-3.27469,129.01974,25
634,-3.276108,128.41054,25
635,-3.27612,128.41065,25
636,-3.277106,128.315782,25
637,-3.277169,128.318692,25
638,-3.27722,128.97405,25
639,-3.278045,128.976498,25
640,-3.278349,128.316407,25
641,-3.27862,128.31607,25
642,-3.279279,128.967932,25
643,-3.279279,128.967932,25
644,-3.279279,128.96793,25
645,-3.279279,128.967932,25
646,-3.279955,128.98525,25
647,-3.281412,128.979304,25
648,-3.281806,128.979649,25
649,-3.282136,128.988356,25
650,-3.282943,128.97702,25
651,-3.28305,128.059712,25
652,-3.283052,128.059709,25
653,-3.28324,128.98766,25
654,-3.28333,128.97677,25
655,-3.283378,128.97488,25
656,-3.284364,128.97422,25
657,-3.284476,128.970381,25
658,-3.28482,128.97537,25
659,-3.284875,128.9754,25
660,-3.28489,128.9726,25
661,-3.285096,128.97253,25
662,-3.285183,128.976151,25
663,-3.285644,128.97469,25
664,-3.285816,128.974683,25
665,-3.285873,128.97527,25
666,-3.285933,128.97557,25
667,-3.28651,128.97194,25
668,-3.28687,128.97352,25
669,-3.286917,128.971178,25
670,-3.286963,128.97188,25
671,-3.28753,128.971191,25
672,-3.287629,128.970281,25
673,-3.287659,128.981175,25
674,-3.288095,128.32169,25
675,-3.2881,128.321654,25
676,-3.288155,128.325628,25
677,-3.288177,128.321677,25
678,-3.288863,128.96973,25
679,-3.288931,128.323908,25
680,-3.288993,128.32625,25
681,-3.289291,128.321321,25
682,-3.289429,128.3271,25
683,-3.289432,128.32071,25
684,-3.289435,128.32071,25
685,-3.290292,128.321879,25
686,-3.290313,128.323585,25
687,-3.290379,128.318736,25
688,-3.290398,128.323372,25
689,-3.291122,128.323324,25
690,-3.291156,128.967791,25
691,-3.291377,128.389815,25
692,-3.291437,128.978056,25
693,-3.29151,128.39226,25
694,-3.291833,128.391078,25
695,-3.292246,128.966549,25
696,-3.292471,128.390987,25
697,-3.29266,128.96614,25
698,-3.293103,128.96602,25
699,-3.29332,127.91667,25
700,-3.293618,128.96854,25
701,-3.294314,128.383988,25
702,-3.294457,128.382905,25
703,-3.294517,128.376139,25
704,-3.294784,128.38281,25
705,-3.29505,128.96274,25
706,-3.295068,128.057313,25
707,-3.295247,128.960186,25
708,-3.295853,128.96022,25
709,-3.295854,128.963175,25
710,-3.29588,128.96331,25
711,-3.296065,128.95483,25
712,-3.29608,128.95883,25
713,-3.296127,128.958783,25
714,-3.296219,128.96356,25
715,-3.296368,128.965796,25
716,-3.296597,128.978984,25
717,-3.296744,128.955354,25
718,-3.296789,128.95878,25
719,-3.2969,128.9602,25
720,-3.296926,128.960118,25
721,-3.29718,128.96389,25
722,-3.2972,128.95559,25
723,-3.297202,128.957762,25
724,-3.297297,128.934167,25
725,-3.297297,128.970263,25
726,-3.297297,128.970263,25
727,-3.297297,128.970263,25
728,-3.297297,128.970263,25
729,-3.297297,128.97026,25
730,-3.297297,128.067868,25
731,-3.297297,128.970263,25
732,-3.297297,128.970263,25
733,-3.2973,128.97026,25
734,-3.2973,128.97026,25
735,-3.297338,128.96436,25
736,-3.297412,128.965554,25
737,-3.297675,128.952986,25
738,-3.2978,128.9546,25
739,-3.297868,128.95784,25
740,-3.297931,129.54871,25
741,-3.298008,129.529033,25
742,-3.29805,129.528598,25
743,-3.298155,128.965241,25
744,-3.298399,128.956875,25
745,-3.298589,128.975016,25
746,-3.298648,128.958468,25
747,-3.29866,128.95656,25
748,-3.298671,128.965705,25
749,-3.298676,128.960196,25
750,-3.298685,128.958507,25
751,-3.298688,128.95891,25
752,-3.298727,128.959958,25
753,-3.29879,128.95558,25
754,-3.298817,128.961003,25
755,-3.29886,128.96025,25
756,-3.29888,128.96235,25
757,-3.298905,128.959139,25
758,-3.298951,128.966453,25
759,-3.298985,128.955272,25
760,-3.299048,128.966536,25
761,-3.299051,128.959533,25
762,-3.299077,128.960344,25
763,-3.299188,128.970381,25
764,-3.29919,128.96646,25
765,-3.299383,128.956905,25
766,-3.299386,128.954776,25
767,-3.299396,128.964631,25
768,-3.29946,128.954773,25
769,-3.2996,128.96821,25
770,-3.299679,128.955943,25
771,-3.299823,128.956873,25
772,-3.29983,128.95715,25
773,-3.299846,128.967772,25
774,-3.299853,128.95617,25
775,-3.299853,128.967651,25
776,-3.299863,128.95705,25
777,-3.299878,128.956301,25
778,-3.299893,129.524432,25
779,-3.299948,128.97705,25
780,-3.29995,128.96837,25
781,-3.299989,128.966813,25
782,-3.300072,128.957026,25
783,-3.300117,128.962566,30
784,-3.300123,128.961001,30
785,-3.30021,128.95672,30
786,-3.300227,129.519493,30
787,-3.30023,128.96236,30
788,-3.300249,128.95618,30
789,-3.300258,128.956851,30
790,-3.30037,129.552963,30
791,-3.300635,128.960805,30
792,-3.30075,128.94967,30
793,-3.300928,128.965706,30
794,-3.300944,128.962998,30
795,-3.301106,128.956158,30
796,-3.301146,128.96053,30
797,-3.30138,128.96827,30
798,-3.301393,128.965711,30
799,-3.301415,128.956266,30
800,-3.30144,128.956207,30
801,-3.301499,128.965665,30
802,-3.301523,128.971181,30
803,-3.30159,128.956569,30
804,-3.301712,128.957654,30
805,-3.301855,128.959391,30
806,-3.301882,128.96948,30
807,-3.301904,128.967722,30
808,-3.301919,128.952904,30
809,-3.301921,128.969364,30
810,-3.302033,128.969302,30
811,-3.302058,128.964298,30
812,-3.30209,128.95836,30
813,-3.3022,128.96771,30
814,-3.302205,128.95427,30
815,-3.302217,128.951519,30
816,-3.302359,128.95973,30
817,-3.302688,128.965616,30
818,-3.30269,128.95748,30
819,-3.30274,128.96176,30
820,-3.302798,128.96474,30
821,-3.302906,128.96425,30
822,-3.302949,128.953501,30
823,-3.303091,129.511421,30
824,-3.303151,128.965991,30
825,-3.303361,128.966787,30
826,-3.303489,129.511666,30
827,-3.30355,128.968444,30
828,-3.303606,128.961468,30
829,-3.303621,128.951594,30
830,-3.303684,128.971893,30
831,-3.303761,128.962568,30
832,-3.303766,128.959508,30
833,-3.30378,129.51172,30
834,-3.30378,128.973366,30
835,-3.30379,128.95621,30
836,-3.303957,128.960971,30
837,-3.303962,128.954899,30
838,-3.30408,128.94822,30
839,-3.304153,128.950267,30
840,-3.304167,128.969865,30
841,-3.3042,128.97218,30
842,-3.304274,128.96107,30
843,-3.304371,128.3273,30
844,-3.304378,129.566214,30
845,-3.304401,128.961724,30
846,-3.304711,128.968623,30
847,-3.304717,128.954946,30
848,-3.304833,128.964396,30
849,-3.304926,128.957217,30
850,-3.30507,128.96213,30
851,-3.30507,128.961128,30
852,-3.305162,128.962078,30
853,-3.305255,128.954376,30
854,-3.305341,128.97274,30
855,-3.305638,128.957764,30
856,-3.30565,128.94734,30
857,-3.305764,128.957976,30
858,-3.30577,128.959022,30
859,-3.305781,128.96455,30
860,-3.30581,128.95768,30
861,-3.306068,128.950411,30
862,-3.30619,128.9699,30
863,-3.30625,128.95912,30
864,-3.306455,128.959207,30
865,-3.30657,128.058842,30
866,-3.30668,128.95993,30
867,-3.306699,128.964913,30
868,-3.306704,128.96491,30
869,-3.30674,128.95823,30
870,-3.306752,128.946384,30
871,-3.30676,128.954576,30
872,-3.306774,128.965013,30
873,-3.30682,128.959569,30
874,-3.30698,128.9465,30
875,-3.307005,128.96301,30
876,-3.307125,128.971636,30
877,-3.307263,128.94503,30
878,-3.307265,128.967683,30
879,-3.3074,128.956351,30
880,-3.307592,128.05885,30
881,-3.307599,128.956728,30
882,-3.307805,127.923676,30
883,-3.307876,128.058682,30
884,-3.307981,128.059411,30
885,-3.308092,128.958164,30
886,-3.308312,128.947537,30
887,-3.308325,128.96847,30
888,-3.308408,128.96769,30
889,-3.308456,128.949823,30
890,-3.3086,128.95189,30
891,-3.308695,128.948227,30
892,-3.30893,128.950463,30
893,-3.309396,129.633846,30
894,-3.309613,128.94696,30
895,-3.309631,128.329815,30
896,-3.309854,129.588536,30
897,-3.309939,129.590232,30
898,-3.31023,128.94693,30
899,-3.310518,128.951978,30
900,-3.310843,128.944094,30
901,-3.311046,129.604318,30
902,-3.311437,128.95134,30
903,-3.31161,127.92673,30
904,-3.311795,128.952585,30
905,-3.31182,128.33241,30
906,-3.311856,128.94707,30
907,-3.311907,129.612604,30
908,-3.31217,128.94138,30
909,-3.312419,128.94308,30
910,-3.31274,127.92667,30
911,-3.312783,127.926625,30
912,-3.31291,129.615702,30
913,-3.313137,128.057772,30
914,-3.313323,129.728612,30
915,-3.31454,129.485395,30
916,-3.31486,129.72676,30
917,-3.315076,129.715799,30
918,-3.315315,129.64039,30
919,-3.315315,128.954557,30
920,-3.315315,128.954557,30
921,-3.315315,128.972606,30
922,-3.315315,128.936509,30
923,-3.315315,128.954557,30
924,-3.315315,128.954557,30
925,-3.315315,128.954557,30
926,-3.315315,128.972606,30
927,-3.31532,128.95455,30
928,-3.31532,129.78477,30
929,-3.31532,128.95455,30
930,-3.31532,128.9365,30
