,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,e649df3b78f2aa853c885c387cd6688be42a39e2,130.474386,-3.095387,14.0,ID.MA.ST,97585.0,16-06-21,11:30:03,244,1.0,green
1,04e67d1ace38e7bcbd924f2ac47ebe2cbbe9417e,128.191627,-3.675675,25.0,ID.MA.AM,97129.0,16-06-21,11:30:04,7,0.999,green
2,3de9ed79527b20a5bbc222e9a6ea74bbd0aeb536,128.157403,-3.70599,15.0,ID.MA.AM,97117.0,16-06-21,11:30:06,14,0.999,green
3,2162ef031825a2e3888bd3ec0c1bbc4753411d02,128.24522,-3.634734,8.0,ID.MA.AM,97214.0,16-06-21,11:30:06,119,1.0,green
4,2162ef031825a2e3888bd3ec0c1bbc4753411d02,128.245227,-3.634734,7.0,ID.MA.AM,97214.0,16-06-21,11:30:07,119,0.999,green
5,de39bf9081fa1808b3d97147e578660b4aba9ca8,128.190524,-3.681008,12.0,ID.MA.AM,97128.0,16-06-21,11:30:10,3,0.999,green
6,3ec3941a416f84db6d4736239ea2454b90d646cd,128.20563,-3.68925,9.0,ID.MA.AM,97128.0,16-06-21,11:30:14,1,1.0,green
7,e82bcbdae451b833597fd4994fcc4020f8486996,128.115281,-3.007561,8.0,ID.MA.SB,97561.0,16-06-21,11:30:15,4,0.999,green
8,2579b5d4ca0ac56f53aeeaef31b407fc38e60802,130.45885,-3.08109,8.0,ID.MA.ST,97585.0,16-06-21,11:30:17,122,1.0,green
9,6914ba80cd8c21293feeecadfdab08e1906b1460,128.178776,-3.711711,8.0,ID.MA.AM,97116.0,16-06-21,11:30:18,39,0.999,green
10,e6537ebd2557c4b3a04a5b5d9dc9f41448274eca,128.16071,-3.71173,1.0,ID.MA.AM,97117.0,16-06-21,11:30:19,254,1.0,green
14,e82bcbdae451b833597fd4994fcc4020f8486996,128.115281,-3.007561,6.0,ID.MA.SB,97561.0,16-06-21,11:30:23,4,1.0,green
13,e649df3b78f2aa853c885c387cd6688be42a39e2,130.47438,-3.095387,15.0,ID.MA.ST,97585.0,16-06-21,11:30:23,244,0.999,green
12,0d7e372432d6700b4ef51c8f33a37ebd76187f89,128.30637,-3.6213,3.0,ID.MA.MT,97544.0,16-06-21,11:30:23,1,0.999,green
11,1b9a455a739cc8d9df5d10336e0399cb53c99050,128.189044,-3.657657,10.0,ID.MA.AM,97223.0,16-06-21,11:30:23,150,1.0,green
15,575ac90cf5a846f09f5e4ee56af9d2db6b49bf13,128.188011,-3.696774,1.0,ID.MA.AM,97121.0,16-06-21,11:30:24,77,0.999,green
