,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19237,-3.680968,21.0,ID.MA.AM,97128.0,16-06-21,12:00:07,11,10,green
1,4cb4d86235959007d0c624cff989b682b683514b,128.186624,-3.692045,10.0,ID.MA.AM,97123.0,16-06-21,12:00:07,6,10,green
2,9727140a43e0037e5a201ac4d517cc69e2e38ca3,128.179153,-3.706615,6.0,ID.MA.AM,97114.0,16-06-21,12:00:07,184,10,green
3,8a812a2584130f0db9231d35eaf0e39265972a8b,128.158696,-3.70736,14.0,ID.MA.AM,97117.0,16-06-21,12:00:08,86,10,green
4,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19237,-3.680968,12.0,ID.MA.AM,97128.0,16-06-21,12:00:08,11,10,green
5,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19237,-3.680968,12.0,ID.MA.AM,97128.0,16-06-21,12:00:09,11,10,green
6,0ba146defe581fc90f8bf0d0eb57d1db9097b46f,128.160785,-3.585585,9.0,,,16-06-21,12:00:10,26,10,green
7,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.171592,-3.70593,11.0,ID.MA.AM,97115.0,16-06-21,12:00:11,1003,10,green
8,3d836914f09e9350da37c05d3be42bd482862414,128.194223,-3.693693,11.0,ID.MA.AM,97121.0,16-06-21,12:00:12,134,10,green
9,4033ff34b4228052546e5f8fd46155f528e0dc58,128.18625,-3.70209,11.0,ID.MA.AM,97129.0,16-06-21,12:00:14,1,10,green
10,0ba146defe581fc90f8bf0d0eb57d1db9097b46f,128.16078,-3.58559,7.0,,,16-06-21,12:00:16,26,10,green
11,6bdc09d2bd1b7c719fab13f10b1bbda23de8ebb6,128.33629,-3.549549,20.0,ID.MA.MT,97544.0,16-06-21,12:00:17,71,10,green
12,f077ae44712325d31fea640e1fb94f2440c21de5,128.171006,-3.702725,3.0,ID.MA.AM,97115.0,16-06-21,12:00:18,44,10,green
13,4ec4c473207250452abf0692756f54df76599f1a,128.20185,-3.67925,5.0,ID.MA.AM,97128.0,16-06-21,12:00:21,2,10,green
14,0ba146defe581fc90f8bf0d0eb57d1db9097b46f,128.16078,-3.58559,16.0,,,16-06-21,12:00:22,26,10,green
15,fbfd7323bf0cd30c29f72493682939276347779b,128.190433,-3.723711,16.0,ID.MA.AM,97129.0,16-06-21,12:00:24,6,10,green
16,56b13b2f0057e42e382beb490d9c242ef1e76c78,129.970783,-3.041436,8.0,ID.MA.MT,97544.0,16-06-21,12:00:27,15,10,green
17,0ba146defe581fc90f8bf0d0eb57d1db9097b46f,128.16078,-3.58559,6.0,,,16-06-21,12:00:28,26,10,green
20,4ec4c473207250452abf0692756f54df76599f1a,128.201858,-3.679249,7.0,ID.MA.AM,97128.0,16-06-21,12:00:29,2,10,green
18,8a812a2584130f0db9231d35eaf0e39265972a8b,128.15869,-3.70736,5.0,ID.MA.AM,97117.0,16-06-21,12:00:29,86,10,green
19,46052366e2b37aef00cfa19881909cd22a6bdb30,128.189044,-3.657657,11.0,ID.MA.AM,97223.0,16-06-21,12:00:29,49,10,green
21,a8438b93ea34c600411b31f14f10c65943c320dd,128.958164,-3.308092,19.0,ID.MA.MT,97544.0,16-06-21,12:00:32,9,10,green
22,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19238,-3.68096,15.0,ID.MA.AM,97128.0,16-06-21,12:00:34,11,10,green
23,210a6799fa98b867e18bfc09aeca9fcf1e00f8e9,128.1557,-3.71067,4.0,ID.MA.AM,97117.0,16-06-21,12:00:35,1,10,green
24,98d28b45c139c0983a86d3b7577ab01b9a272bdc,128.17616,-3.693693,9.0,ID.MA.AM,,16-06-21,12:00:35,138,10,green
25,1e4f16f67a587b284c0c3a5fc6010e1da6d1296b,128.19838,-3.63242,4.0,ID.MA.AM,97221.0,16-06-21,12:00:36,29,10,green
26,ba5f486ef9ce98640790000186321a8d2c45acad,128.189475,-3.661566,37.0,ID.MA.AM,97223.0,16-06-21,12:00:38,1,10,green
27,09d651945a48923383fd4b64c0f91acf4a6b7684,128.190385,-3.685263,5.0,ID.MA.AM,97128.0,16-06-21,12:00:38,2666,10,green
28,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19237,-3.680968,15.0,ID.MA.AM,97128.0,16-06-21,12:00:43,11,10,green
29,1e4f16f67a587b284c0c3a5fc6010e1da6d1296b,128.198386,-3.632416,15.0,ID.MA.AM,97221.0,16-06-21,12:00:44,29,10,green
30,19ca8c3ac57e8e1e0cdf1096d47a2345280e650d,128.49626,-3.531531,5.0,ID.MA.MT,97545.0,16-06-21,12:00:53,5,10,green
31,80dc40ae84ccc4ba0ceaf8f4783682c440f4776f,128.34187,-3.335001,8.0,ID.MA.SB,97566.0,16-06-21,12:00:55,5,10,green
32,c87552b9ac9fb04f222f41734f4f3600afbe7fd2,128.19238,-3.68096,21.0,ID.MA.AM,97128.0,16-06-21,12:00:57,11,10,green
33,7698ec2d8d6524e6da52fd584fb24be7e990e583,128.227098,-3.686665,13.0,ID.MA.AM,97128.0,16-06-21,12:01:02,16,10,green
34,f077ae44712325d31fea640e1fb94f2440c21de5,128.171006,-3.702725,10.0,ID.MA.AM,97115.0,16-06-21,12:01:05,44,10,green
35,e1cd1b648471a16e3aa923ff46468a4db052b263,128.18952,-3.69659,19.0,ID.MA.AM,97121.0,16-06-21,12:01:10,1,10,green
36,7698ec2d8d6524e6da52fd584fb24be7e990e583,128.227098,-3.686665,4.0,ID.MA.AM,97128.0,16-06-21,12:01:15,16,10,green
