,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
110,515f23d7b92a471cf556601749896a59f5bc6a57,128.2178,-3.689801,11.0,ID.MA.AM,97128.0,16-06-21,08:00:11,34,0.999,green
54,289169e7cab4699daf55267317141485e5c1d9d7,128.185921,-3.690196,7.0,ID.MA.AM,97123.0,16-06-21,08:00:21,1,1.0,green
126,583d4dc3f04a218f3a3f98ac968ac4c6c998d057,128.31029,-3.62164,19.0,ID.MA.MT,97544.0,16-06-21,08:00:26,183,1.0,green
252,b0b99a491bf78893b4e6c09feda42ce621dfd58c,128.18882,-3.65128,13.0,ID.MA.AM,97228.0,16-06-21,08:00:55,1,1.0,green
6,0554f5f556f93def6d547b3287dafab2865dca63,128.338026,-3.516591,19.0,ID.MA.MT,97544.0,16-06-21,08:01:02,6,0.999,green
253,b12021b2057665639989ced2eb67b95331588eb2,128.25548,-3.628399,6.0,ID.MA.AM,97214.0,16-06-21,08:01:39,2,0.999,green
299,d2cdfb22fee4611dcbeec812d2f80045bcc34ca9,128.1776,-3.6902,76.0,,,16-06-21,08:03:02,1,0.999,green
28,15b2ad170a728427d7934448d8f7d375d917f090,128.478043,-3.521061,6.0,ID.MA.MT,97545.0,16-06-21,08:03:02,264,1.0,green
122,57d0a3c15b958b22f56bf345798602f826289a6c,128.193069,-3.682196,6.0,ID.MA.AM,97128.0,16-06-21,08:03:03,4,1.0,green
245,abb15bfe5044db5f504cc0c99bc29c6c4847cf7c,128.351969,-3.600235,8.0,ID.MA.MT,97544.0,16-06-21,08:03:18,1,0.999,green
341,faec751537e14f265962929088c88254df6d79b9,128.12475,-2.96508,8.0,ID.MA.SB,97561.0,16-06-21,08:03:26,3,1.0,green
196,86e7474b4f20a7626b35c3dee35599d728200809,130.1502,-3.0442,14.0,ID.MA.ST,97582.0,16-06-21,08:03:44,2,0.999,green
181,7e3320aed914c48c0c7ef7532371276346734e59,128.194223,-3.693693,14.0,ID.MA.AM,97121.0,16-06-21,08:03:52,97,0.999,green
108,4f224e5a0d1e18346072f663151572910b876c93,127.989381,-3.387387,18.0,ID.MA.SB,,16-06-21,08:04:05,5,0.999,green
146,68d4d57fecafce866b1f2a9cb834242493ae166b,128.18819,-3.69744,4.0,ID.MA.AM,97121.0,16-06-21,08:04:45,113,0.999,green
258,b385ba7fbd1cd5ef8b7f3fa943bb0d3982ddc7c6,128.194223,-3.693693,12.0,ID.MA.AM,97121.0,16-06-21,08:04:49,88,0.999,green
333,f4cb971d0b17a29463d00d63578428ab6a4798bc,128.206746,-3.682268,19.0,ID.MA.AM,97128.0,16-06-21,08:05:16,16,0.999,green
59,2c206dff6c66b1ac8667c2ff11ba4232859ce8a0,128.968444,-3.30355,19.0,ID.MA.MT,97544.0,16-06-21,08:05:21,4,1.0,green
280,c4e336ce6099258ce23a4c47e105bf0969b406cd,128.332411,-3.311815,9.0,ID.MA.SB,97566.0,16-06-21,08:05:42,5,0.999,green
48,23abb5297c5102146217bf4212eac966bc5cd77e,128.965241,-3.298155,7.0,ID.MA.MT,97544.0,16-06-21,08:06:24,1,0.999,green
222,99c1a1c80bc2b5e8148a09953708fab3f9273f30,128.19812,-3.65447,13.0,ID.MA.AM,97222.0,16-06-21,08:06:27,117,1.0,green
80,390253a334ff36bb713af80cf612e5b397c17cd1,128.18223,-3.69862,8.0,ID.MA.AM,97127.0,16-06-21,08:06:27,7,0.999,green
275,bf3f0b4311ba7966675f1ded822b3881a602ddc4,128.11445,-3.76577,11.0,ID.MA.AM,,16-06-21,08:06:47,127,0.999,green
241,a779539267351ce9100656caf02ed50b8759aea5,128.19565,-3.700398,5.0,ID.MA.AM,97129.0,16-06-21,08:07:02,1,1.0,green
120,55f5b6a76cd8fca44a48ba8ad09ef417c25505b9,128.20136,-3.6899,12.0,ID.MA.AM,97129.0,16-06-21,08:07:07,1,0.999,green
313,e030d20953cf78738a60ef6ade0efd209cee47c0,128.187788,-3.68668,11.0,ID.MA.AM,97128.0,16-06-21,08:07:20,2,1.0,green
145,68609db626df445d02593136f54809fc7c10fb00,128.184164,-3.657418,9.0,ID.MA.AM,97223.0,16-06-21,08:07:32,15,1.0,green
35,190beadf43142687d8803d2a79a51067a7cfce5f,128.280985,-3.215161,5.0,ID.MA.SB,97564.0,16-06-21,08:07:55,3,1.0,green
153,6c8598f62dbdd937d73417b30a643abcce99e81e,128.202958,-3.680854,9.0,ID.MA.AM,97128.0,16-06-21,08:08:18,120,1.0,green
191,82d1e5f19fc26cc7fb709625fc44ce806c12111d,128.691388,-3.536993,24.0,ID.MA.MT,97546.0,16-06-21,08:08:25,3,1.0,green
306,d9198ea601dc1adc97549da71f389c65e0eaa70a,128.17541,-3.697566,15.0,ID.MA.AM,97111.0,16-06-21,08:08:27,156,0.999,green
255,b1c20b7d16811f2b09094a3300d3a09e084f4275,128.1776,-3.6902,40.0,,,16-06-21,08:09:05,9,0.999,green
91,43d8c9fa4b9307a44f23bab2fc45b85f7b1ffa17,128.16689,-3.70686,7.0,ID.MA.AM,97116.0,16-06-21,08:09:47,7,1.0,green
9,0904bbeb194496114aa12627612ad27a36851947,128.355332,-3.613429,15.0,ID.MA.MT,97544.0,16-06-21,08:09:58,1,1.0,green
311,dde71051314c7bedffdfda383d43579ef1635703,128.19422,-3.6937,13.0,ID.MA.AM,97121.0,16-06-21,08:09:59,88,0.999,green
12,09d737b07321ea141b42f9ed223172df00d49f78,128.230334,-3.693693,3.0,ID.MA.AM,97129.0,16-06-21,08:10:27,143,0.999,green
11,09d651945a48923383fd4b64c0f91acf4a6b7684,128.19038,-3.68527,9.0,ID.MA.AM,97128.0,16-06-21,08:10:35,2666,1.0,green
209,930e53e9c3307852264dc4549184d791b606f8de,129.794743,-2.925575,10.0,ID.MA.MT,97544.0,16-06-21,08:10:40,4,0.999,green
291,cc5b59f3e1a97649465112a87411e152817c5ee3,128.18512,-3.690703,8.0,ID.MA.AM,97123.0,16-06-21,08:10:48,5,1.0,green
16,0dbee53adcd4384ff453ba2fe24e7d6b4d774128,128.164922,-3.710072,18.0,ID.MA.AM,97117.0,16-06-21,08:11:01,13,0.999,green
56,28d835e05483f74ff5cd3ae18ff3ab68ae5131bc,128.19274,-3.686476,19.0,ID.MA.AM,97128.0,16-06-21,08:11:06,21,0.999,green
340,fa763e23ab25e5eb00d4d160ba0231b844f137cb,128.16471,-3.665468,42.0,ID.MA.AM,97224.0,16-06-21,08:11:16,16,1.0,green
67,330adcc421662612bc91fe6e68488689c3152a21,128.224701,-3.628627,8.0,ID.MA.AM,97217.0,16-06-21,08:11:27,1,1.0,green
96,46f8eb107fe92a742d6207a4e05a104df0151cfd,128.186881,-3.711582,10.0,ID.MA.AM,97129.0,16-06-21,08:11:28,15,1.0,green
7,05cc1625d7110b9286157831187fc4c795320d00,129.924998,-2.971511,12.0,ID.MA.MT,97544.0,16-06-21,08:11:30,16,1.0,green
138,655139e1005828f1615de97f296019f9b0067975,128.221002,-3.682218,11.0,ID.MA.AM,97128.0,16-06-21,08:11:31,463,0.999,green
17,0e0a153402d19cf34077c31a3bda31108aef8c90,129.97676,-3.03727,18.0,ID.MA.MT,97544.0,16-06-21,08:11:52,30,1.0,green
207,91e5fe5a55a9221cdfd794205ebb2080d98418f8,128.965796,-3.296368,14.0,ID.MA.MT,97544.0,16-06-21,08:12:09,1,0.999,green
20,11e523b141e75ac23b3716c34770f292e855be3c,127.949488,-3.009361,14.0,ID.MA.SB,97561.0,16-06-21,08:12:12,17,1.0,green
164,72ec5dccea7f0d132cbf390391f8a1f195637a8a,128.188417,-3.684307,8.0,ID.MA.AM,97128.0,16-06-21,08:12:16,5,0.999,green
286,c73041d581b916d1080c67a6500d4678154695d4,128.122146,-3.764003,13.0,ID.MA.AM,97118.0,16-06-21,08:12:20,3,1.0,green
220,986ba4d839abd1fdc26b8b319c8c5558a0277115,128.660488,-3.574014,14.0,ID.MA.MT,,16-06-21,08:12:22,42,1.0,green
171,77ea6a902c81c8c57e6f3e931b930b6b53d4e2dc,128.9465,-3.30698,6.0,ID.MA.MT,97544.0,16-06-21,08:12:33,2,0.999,green
132,5f7515628c594e0566abaadb9a4b0dbba097ef90,128.067048,-3.230158,14.0,ID.MA.SB,97571.0,16-06-21,08:12:40,1,0.999,green
279,c4a2557f529465830145c548d837696a0a905f41,128.170989,-3.657657,12.0,ID.MA.AM,97223.0,16-06-21,08:12:40,702,1.0,green
161,7164b13d8e46ce325297d5a1040a5625b1d528b6,128.19861,-3.6761,12.0,ID.MA.AM,97129.0,16-06-21,08:12:42,2,0.999,green
157,6de5ea1a32afa109b17ecad672abf78dc0d32f16,128.1665,-3.70639,20.0,ID.MA.AM,97116.0,16-06-21,08:12:45,9,1.0,green
26,149cc838dbbde1b4ef4f2820dd29a8a546370c34,128.188195,-3.681261,8.0,ID.MA.AM,97128.0,16-06-21,08:12:51,119,0.999,green
152,6c34cd978c1ecff38ab4dd01aa8ca9bc9dd0a32b,128.99414,-3.35441,28.0,ID.MA.MT,97544.0,16-06-21,08:12:59,8,1.0,green
83,3a7bf35c75412306959a31999d8b02735ace0305,128.546234,-2.851568,13.0,ID.MA.SB,97562.0,16-06-21,08:13:21,3,1.0,green
27,154ce30fd69b83d29c95d299b2bace62d4508f40,128.16072,-3.711711,13.0,ID.MA.AM,97117.0,16-06-21,08:13:34,15,1.0,green
180,7e090f24865bf64909f45cb69be8aadc6c3cafd2,128.188785,-3.6607,6.0,ID.MA.AM,97223.0,16-06-21,08:13:41,8,0.999,green
37,1b07372166d8e9e2ce8b153c4f80a7edc4298d70,128.187333,-3.694381,15.0,ID.MA.AM,97123.0,16-06-21,08:13:47,3,1.0,green
345,fe7345349f0b1b6505a02cc99483ae8458c73d87,128.25249,-3.62547,8.0,ID.MA.AM,97214.0,16-06-21,08:13:57,2,0.999,green
269,ba210ba4a1085e5f2f7488a2b3d0965ebaf4426c,128.27298,-3.20721,10.0,ID.MA.SB,97564.0,16-06-21,08:14:01,22,1.0,green
93,443cec9b07bdd74d48c5140cb4febe50ec21d538,127.952903,-3.010221,12.0,ID.MA.SB,97561.0,16-06-21,08:14:03,3,0.999,green
298,d1d2fce110efa700d22136ccac6c5dd78062b03f,128.21117,-3.679702,128.899,ID.MA.AM,97128.0,16-06-21,08:14:24,118,1.0,green
228,9ea037d4e669fe3116a6d04b2c9eee7bcba79a1d,128.96981,-3.25935,15.0,ID.MA.MT,97544.0,16-06-21,08:14:28,86,1.0,green
23,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,14.0,ID.MA.AM,97128.0,16-06-21,08:14:30,165,0.999,green
38,1b621786b02b922fbc00d7e6a97a0b0c6dcbd149,128.230334,-3.693693,20.0,ID.MA.AM,97129.0,16-06-21,08:14:31,154,1.0,green
49,23b0a293840bda738b2f39311bfabc07aeb05f59,128.184856,-3.68614,17.0,ID.MA.AM,97128.0,16-06-21,08:14:42,10,0.999,green
178,7ba3bacf75733a7106cbe02ee635ad195c64b86c,128.238078,-3.621621,11.0,ID.MA.AM,97215.0,16-06-21,08:14:43,246,0.999,green
318,e433d3ad5af8562885f40f1feaf98619363df579,128.222476,-3.685994,26.0,ID.MA.AM,97128.0,16-06-21,08:14:56,5,0.999,green
117,547b65e9e53fc9871ae6d7250d6b902b32df4069,128.951594,-3.303621,6.0,ID.MA.MT,97544.0,16-06-21,08:15:23,4,0.999,green
69,3365d0e6dd2c70ca16220dbc13bfddff68c68ddb,128.1877,-3.654748,10.0,ID.MA.AM,97228.0,16-06-21,08:15:23,15,1.0,green
159,6ecdcc292a10a8316473311d40ac122485ed012b,127.95016,-3.01009,9.0,ID.MA.SB,97561.0,16-06-21,08:15:47,4,0.999,green
51,26634a4295145329e0ddc42005938c3034ee6abf,128.383988,-3.294314,9.0,ID.MA.SB,97566.0,16-06-21,08:16:01,1,1.0,green
324,e7a38bd9d5a9d69f4f89f490d5d6b93109edb2c2,128.185865,-3.685823,8.0,ID.MA.AM,97128.0,16-06-21,08:16:02,40,0.999,green
308,da1321ebf6cc208084fc3a5a0746f24660ed5cb0,128.206287,-3.675537,6.0,ID.MA.AM,97128.0,16-06-21,08:16:30,1,0.999,green
68,33158b19ea3a831b30edd64ee84c2dcc124f9131,128.285659,-3.622837,4.0,ID.MA.MT,97544.0,16-06-21,08:16:53,390,1.0,green
165,740bd108f0a45c85c66d4d3d7255347a6194206a,128.165979,-3.709537,12.0,ID.MA.AM,97116.0,16-06-21,08:17:19,49,0.999,green
213,94b9b7f30cde9d8b8168f46e879f1f674a7c9c6c,128.20101,-3.68009,6.0,ID.MA.AM,97128.0,16-06-21,08:17:22,1,1.0,green
278,c3c880ddabcf8e954405a6badf3c21ee1ff5dd1c,128.184921,-3.687308,10.0,ID.MA.AM,97123.0,16-06-21,08:17:47,1,1.0,green
1,003880f2e27d925e5297b744fc28fbabd47c08ec,128.96299,-3.29325,10.0,ID.MA.MT,97544.0,16-06-21,08:17:49,23,0.999,green
62,2fd4b583d02ae3997d2e95bf8767b2809600b8f8,128.70492,-3.60361,23.0,ID.MA.MT,,16-06-21,08:17:52,161,0.999,green
144,683c44c3c413d31a274ba5e284c84e32f749952e,128.087351,-3.069803,7.0,ID.MA.SB,97561.0,16-06-21,08:18:12,47,0.999,green
140,66b2c4753f133b865fe190c6a66cfce0bc94bfa9,128.16598,-3.70394,6.0,ID.MA.AM,97115.0,16-06-21,08:18:58,2,1.0,green
42,1eb2e4eef6f1a35393f081f2ac3380cfce18ed3a,128.117878,-2.957477,17.0,ID.MA.SB,97561.0,16-06-21,08:19:20,4,1.0,green
195,85c16047d6e1d75aefced5c2997a434363578401,128.441581,-3.622017,13.0,ID.MA.MT,97545.0,16-06-21,08:19:34,1,1.0,green
32,173f72ab9b0e98fbac1a997d207a862c892f6f30,129.511666,-3.303489,6.0,ID.MA.MT,97544.0,16-06-21,08:19:47,10,0.999,green
307,da0fff53094ec7855713127a8e39aa5a9571e1a1,128.231525,-3.654567,5.0,ID.MA.AM,97212.0,16-06-21,08:20:10,1,1.0,green
44,209bceb8093af062c43998defdca616290fd5b88,128.1978,-3.677726,12.0,ID.MA.AM,97128.0,16-06-21,08:20:11,1,0.999,green
203,8ae7fc362946ad31c247ef13c841874c6c9c599c,128.19377,-3.66019,13.0,ID.MA.AM,97223.0,16-06-21,08:20:15,1,1.0,green
332,f0b2fa0796dd7d82d879cf551b79da8d2b330028,128.25869,-3.63964,19.0,ID.MA.AM,97214.0,16-06-21,08:20:40,221,1.0,green
272,bc465766f0e9ad9e49aac656ef19be1c2cc5aed2,128.21803,-3.68986,7.0,ID.MA.AM,97128.0,16-06-21,08:20:51,2,0.999,green
219,97125b97c2731be817f4509b25840f7b62fc78b4,128.329251,-3.581329,9.0,ID.MA.MT,97544.0,16-06-21,08:21:03,44,1.0,green
87,3dcb631700de72d8bcaceb98a8bf7073830ac0ea,128.96793,-3.27928,9.0,,,16-06-21,08:21:18,46,0.999,green
70,33e953f405fb9394eae7712dffcdc3a684ee9c1b,128.19891,-3.691793,6.0,ID.MA.AM,97129.0,16-06-21,08:21:46,18,1.0,green
162,71a771d338afe81ac0a22ba7e4590d5f6bd4ee06,128.327967,-3.607494,20.0,ID.MA.MT,97544.0,16-06-21,08:21:52,15,1.0,green
189,817e7624e2f75396cdaa583243194bc0d9dc74a3,128.034464,-3.083421,20.0,ID.MA.SB,97572.0,16-06-21,08:22:09,2,1.0,green
246,ae144a4afb88c8cc7280ad59759790dc7e0e7bcf,128.19507,-3.69615,3.0,ID.MA.AM,97121.0,16-06-21,08:22:18,3,0.999,green
247,ae1fc1d65e2ec0a614efa3569c79cf5dd92606c0,128.217194,-3.684714,47.0,ID.MA.AM,97128.0,16-06-21,08:22:19,199,1.0,green
215,965a0f0d1a6bf820c18aac3ddd34f99c4387b66a,127.980024,-3.391564,21.0,ID.MA.SB,97571.0,16-06-21,08:22:25,1,1.0,green
148,692571a69fcaa402fa3ed1dc98bca1e873834920,128.197732,-3.67526,18.0,ID.MA.AM,97129.0,16-06-21,08:22:29,12,0.999,green
210,934fc908b7ae86ae78d1f5caf86d2ec703db1a18,128.183562,-3.687383,5.0,ID.MA.AM,,16-06-21,08:22:36,1,0.999,green
285,c6d8c6ea66a29e9dffd6dd2ac11a274465bcddfd,128.48368,-2.84918,17.0,ID.MA.SB,97562.0,16-06-21,08:22:40,5,0.999,green
186,81439e8c13e464e3cdf874ad71e6ed6dcf3025c4,128.38448,-3.33106,15.0,ID.MA.SB,97566.0,16-06-21,08:22:44,68,1.0,green
73,35c8011dce7b9c8dc2e0e5fd7aa613e88a9ae779,128.64821,-3.58559,14.0,ID.MA.MT,97546.0,16-06-21,08:22:45,2,0.999,green
237,a54374e8275739dd6dbcb5099252a8939596ccdd,128.1776,-3.6902,79.0,,,16-06-21,08:22:49,4,0.999,green
235,a225390f34f8cdd4352517d25ad09552726ada6b,129.878698,-2.984078,9.0,ID.MA.MT,97544.0,16-06-21,08:22:50,5,1.0,green
14,0d058f808860a26a0d2b406ae3cb64fcf33bca8b,128.19572,-3.69374,7.0,ID.MA.AM,97122.0,16-06-21,08:22:58,34,1.0,green
337,f733ed2b8b0840a8182677bc1a3daf939ccda814,128.103946,-3.693693,10.0,ID.MA.AM,97226.0,16-06-21,08:23:08,144,0.999,green
218,96eb0b0bb8877f2aacfec12c35cc8c893f7c352f,128.242831,-3.646347,8.0,ID.MA.AM,97211.0,16-06-21,08:23:21,3,1.0,green
65,30826410178ec4f8b33b3d9080eca2698356ba5c,128.189751,-3.683064,2.0,ID.MA.AM,97128.0,16-06-21,08:23:33,8,0.999,green
102,4b28109a3250c30dc8fb5dbb6d080737a1bfba6e,128.08563,-3.70824,18.0,ID.MA.MT,97227.0,16-06-21,08:23:36,68,0.999,green
288,c78c434747084f96d6476584c2a00dc2788985d2,128.194223,-3.693693,26.0,ID.MA.AM,97121.0,16-06-21,08:23:43,93,0.999,green
