,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
90,a616392b3e127ce935f1366cc8698110a7b5706e,127.932519,-3.681122,6.0,ID.MA.MT,97543.0,16-06-21,19:00:48,9,1.0,green
95,ba1299f261a7fbe0da14ad670427a5a90ff21e4a,128.20107,-3.627029,7.0,ID.MA.AM,97221.0,16-06-21,19:01:38,4,0.999,green
73,81f354c6c23dbf05d3140d6374691d360436a152,128.211453,-3.685583,4.0,ID.MA.AM,97128.0,16-06-21,19:02:03,81,1.0,green
128,fc416cfbb0cc0f9826040a427f0bb210b7fa6602,128.959973,-3.297893,21.0,ID.MA.MT,97544.0,16-06-21,19:02:30,66,0.999,green
114,de9928e6b3ca8a2dbb71d5c6f5927321315bf28f,128.192446,-3.655981,5.0,ID.MA.AM,97223.0,16-06-21,19:02:51,1,0.999,green
81,96d5e4826c6c1c77a8c27b4fcc62df9a2fdf7ae4,128.180737,-3.661155,5.0,ID.MA.AM,97223.0,16-06-21,19:02:54,82,1.0,green
93,aa4d1cd88612072f8f1dd6fb7c9e1e3e77d67841,128.96236,-3.30023,4.0,ID.MA.MT,97544.0,16-06-21,19:02:59,5,0.999,green
0,0170943396e7e7c35a0e638fd45c9688804a22ed,129.53092,-3.363271,6.0,ID.MA.MT,97544.0,16-06-21,19:03:01,1,1.0,green
70,7e3320aed914c48c0c7ef7532371276346734e59,128.194223,-3.693693,11.0,ID.MA.AM,97121.0,16-06-21,19:03:02,97,0.999,green
41,377fc670bf41598a4ce45318a01a03fa65011ad1,128.211588,-3.68067,12.0,ID.MA.AM,97128.0,16-06-21,19:03:31,1,1.0,green
5,08c2afe5214c98c0eb33bb939d9eeecfd86a1d97,128.952986,-3.297675,6.0,ID.MA.MT,97544.0,16-06-21,19:03:49,3,0.999,green
68,79ad6f9815aaabdb7dd59bc36580e883118bb98f,128.326843,-3.506873,7.0,ID.MA.MT,97544.0,16-06-21,19:04:12,3,0.999,green
87,a090aa125dfa8d93b1643fd523d32bd82e845055,128.250883,-3.625492,3.0,ID.MA.AM,97214.0,16-06-21,19:06:50,73,1.0,green
61,68d672e25f1ef7abfabd344f71c38b79a3cada02,128.178776,-3.711711,15.0,ID.MA.AM,97116.0,16-06-21,19:07:29,219,1.0,green
3,0362f282f579e1d474ec87ba507b5fa958a58877,128.182223,-3.694883,8.0,ID.MA.AM,97124.0,16-06-21,19:07:29,2,0.999,green
45,3b7a407a34a15b504618929eb32811cee522a2e3,128.292415,-3.621573,7.0,ID.MA.MT,97544.0,16-06-21,19:10:02,1,1.0,green
67,75611c1c3b612f4ff78d576bb6f118ba7b156cd4,128.192011,-3.661519,7.0,ID.MA.AM,97223.0,16-06-21,19:10:28,1,1.0,green
107,d355283cac6d5794f646bbf6e404fdfb0d7badf0,128.480201,-3.5201,8.0,ID.MA.MT,97545.0,16-06-21,19:10:49,1,1.0,green
12,0e5bc6fcd43d9f69ccc40e849bf54ab21c1d1c3b,128.210876,-3.664941,6.0,ID.MA.AM,97212.0,16-06-21,19:10:50,1,0.999,green
34,2deec4b2621084901ce5e3f0fb27b990cc31fa32,128.197201,-3.668669,10.0,ID.MA.AM,97128.0,16-06-21,19:10:53,1138,0.999,green
22,1bfda150bd383037e2e02d0b94f9b0a7b639be7f,128.422314,-3.55279,6.0,ID.MA.MT,97545.0,16-06-21,19:11:04,1,1.0,green
75,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.955691,-3.29725,6.0,ID.MA.MT,97544.0,16-06-21,19:11:06,80,0.999,green
54,55fcab9e726a8e3564b58d8153f0ae320a0420bc,128.176168,-3.693693,9.0,ID.MA.AM,,16-06-21,19:12:10,2,0.999,green
62,6b9b6d3c0b4e26bda1fef8be593110a5ab3cb247,128.321879,-3.290292,9.0,ID.MA.SB,97564.0,16-06-21,19:12:11,1,1.0,green
14,10fd98e6f9a5298cbb34f4fe4db77e8a65e9150a,129.546402,-3.381327,5.0,ID.MA.MT,97544.0,16-06-21,19:12:26,30,0.999,green
125,f8cef67e2ab5ff66a2bf5c99fb05de0cbe58029a,128.067868,-3.297297,3.0,,,16-06-21,19:12:58,43,1.0,green
79,958e9100ce9e0257483c89854a64d073bbe435f3,128.052465,-3.585585,11.0,,,16-06-21,19:13:04,31,0.999,green
32,29284cb174e6565aaa9a7c57da68cca9e9d18437,128.215561,-3.655598,3.0,ID.MA.AM,97212.0,16-06-21,19:13:11,38,1.0,green
47,42e2952a0280336eaed618f9ad4171cbb8d5ad81,128.186492,-3.687365,14.0,ID.MA.AM,97123.0,16-06-21,19:13:44,3252,0.999,green
9,0c27d691f3ecc3aefb78fbae4e97a4db4b9c295e,128.354351,-3.613937,12.0,ID.MA.MT,97544.0,16-06-21,19:13:59,417,0.999,green
88,a1c794bcb9a44328a1639634185fa860d224659e,128.954557,-3.315315,11.0,ID.MA.MT,97544.0,16-06-21,19:14:13,252,1.0,green
55,583d4dc3f04a218f3a3f98ac968ac4c6c998d057,128.310294,-3.621621,13.0,ID.MA.MT,97544.0,16-06-21,19:14:53,183,1.0,green
23,1c1310f88dd8bbf16379d381fee24afc04250a88,128.182877,-3.689726,6.0,ID.MA.AM,97124.0,16-06-21,19:15:09,3198,0.999,green
49,486508a2ed745b832584da3b18c77a2540fb51e3,128.216872,-3.632263,12.0,ID.MA.AM,97217.0,16-06-21,19:16:06,133,1.0,green
85,9e1b6751f7f1c7d3ab6d83b7358b743a9b58bd3e,128.321618,-3.289242,6.0,ID.MA.SB,97564.0,16-06-21,19:16:09,2,0.999,green
44,3968017251b1004ae83c1cfa19fceba973ad0799,128.192525,-3.065418,20.0,ID.MA.SB,97561.0,16-06-21,19:16:20,393,1.0,green
65,70bffe60c0faea06cf6d3627e9ffd7410e5d9a80,128.05273,-3.323306,17.0,ID.MA.SB,97571.0,16-06-21,19:16:22,1,0.999,green
13,0fc357dfb16ee922e7679cb1c40c1b1c627622a2,128.176168,-3.693693,10.0,ID.MA.AM,,16-06-21,19:17:32,4,1.0,green
80,96804039fa3973e958f561488137c43e25204364,128.194226,-3.628209,9.0,ID.MA.AM,97221.0,16-06-21,19:17:55,31,1.0,green
129,fe1d56f1baa0a31cda0560d4f65b75b371b7525c,128.196176,-3.062586,7.0,ID.MA.SB,97561.0,16-06-21,19:18:43,1,1.0,green
24,1d5167a10e2aad3a4986846ddd59a3443e87ac96,128.106936,-3.785205,14.0,ID.MA.AM,97118.0,16-06-21,19:19:54,8,1.0,green
40,333eb0c12b7220c382d73e423382265e628c0e5c,128.231154,-3.621011,8.0,ID.MA.AM,97216.0,16-06-21,19:20:18,3,0.999,green
26,1f10e838cb726eb0a2b05296eb16676f6bfabece,128.343421,-3.332808,12.0,ID.MA.SB,97566.0,16-06-21,19:20:23,275,1.0,green
74,850d90d8a697a7ee2e0a18629a914794b20559ea,128.972606,-3.315315,12.0,ID.MA.MT,97544.0,16-06-21,19:20:28,1,0.999,green
39,32ccc452a9e818d7657bb0abacbf3e7a80ebe213,128.251126,-3.652043,8.0,ID.MA.AM,97211.0,16-06-21,19:20:31,20,1.0,green
1,01cadc8e1a8424220dcd3a390cdb44d4594cc503,128.247867,-3.629055,1.0,ID.MA.AM,97214.0,16-06-21,19:21:09,166,1.0,green
33,2b16a9284034b61aac92926f178fde7dde5da3d3,128.356061,-3.328843,5.0,ID.MA.SB,97566.0,16-06-21,19:21:53,1411,0.999,green
37,305fc1a455ae1d6c06f8c695a16d4be98617723d,128.337222,-3.591101,8.0,ID.MA.MT,97544.0,16-06-21,19:21:55,3,0.999,green
102,c65e56d1e8adac89c8183e7902730f45e7bd943c,127.949488,-3.667296,13.0,ID.MA.MT,97543.0,16-06-21,19:22:58,5,1.0,green
52,5301837bef934259e3ec92d82d51af1a3319339c,128.198774,-3.670733,6.0,ID.MA.AM,97128.0,16-06-21,19:23:06,18,0.999,green
31,291ebdd67ab5e929593885cb6a06d88a3148654b,128.20107,-3.668674,2.0,ID.MA.AM,97128.0,16-06-21,19:23:25,1,1.0,green
130,fec7eddb969bbb7012c1713af3e8d4ecac6b1b60,128.109348,-3.768861,4.0,ID.MA.AM,97118.0,16-06-21,19:23:27,1,0.999,green
53,5502e4de86eed08e5975694e3abd2cd08345c06e,128.216333,-3.692768,12.0,ID.MA.AM,97129.0,16-06-21,19:23:30,1,1.0,green
59,5d92971e6160ead4e0e7384acc421d16d4f93453,128.193496,-3.678861,3.0,ID.MA.AM,97129.0,16-06-21,19:24:07,1,1.0,green
127,fb6b9920dc0707dcb2015549db36783ffd32dfeb,128.168839,-3.660373,5.0,ID.MA.AM,97224.0,16-06-21,19:24:18,1,1.0,green
112,dd2bc28d60c6c97567f1ad0d03f0b37972efccd3,129.08455,-3.34158,11.0,ID.MA.MT,97544.0,16-06-21,19:24:36,1,1.0,green
8,0b040c1109cfa2784d37d8b2a25c7791553e5e87,128.192581,-3.689116,3.0,ID.MA.AM,97122.0,16-06-21,19:25:02,11,1.0,green
111,dbefb37e7f5789f194b13d6804015ee2f4099ade,128.239661,-3.640924,7.0,ID.MA.AM,,16-06-21,19:25:07,1,0.999,green
58,5d0f18a54b95c3f13b453cc09bf0b2ae6c3e4e81,128.188108,-3.684265,14.0,ID.MA.AM,97128.0,16-06-21,19:26:00,1,1.0,green
76,86479422e600a4789f876e0b00b76529e71b329a,128.172651,-3.711417,23.0,ID.MA.AM,97116.0,16-06-21,19:26:00,20,0.999,green
124,f65d8d9b2e351e64857486c57977e43b6d1ef4fc,128.173615,-3.717822,14.0,ID.MA.AM,97117.0,16-06-21,19:27:55,180,0.999,green
99,c195dc5d0ce403fc2d3af66bfaec1cca163322cd,128.202228,-3.670123,14.0,ID.MA.AM,97128.0,16-06-21,19:28:02,9,0.999,green
105,cf91d2d468e0a86c5337e59b37752f2e11606daa,128.176168,-3.693693,12.0,ID.MA.AM,,16-06-21,19:28:02,242,1.0,green
118,e6049f50a15f39466073fd4cba2c821b3a13012b,128.411748,-3.441441,13.0,,,16-06-21,19:28:04,315,1.0,green
15,13e9801e8ce92ca5f7cbe837dd4f9748f690bd77,128.163811,-3.665766,7.0,ID.MA.AM,97224.0,16-06-21,19:28:37,256,1.0,green
28,278a11954e455636f7211a9d6bc328bfff426bf9,130.148029,-3.042351,12.0,ID.MA.ST,97582.0,16-06-21,19:28:48,1,0.999,green
11,0cb583ce5d8b1bca5d527e5b62acb5ceea41456d,128.189518,-3.682545,9.0,ID.MA.AM,97128.0,16-06-21,19:29:41,2,0.999,green
19,179c5f878857623d866240b4955c17e40f66db11,128.338395,-3.329498,7.0,ID.MA.SB,97566.0,16-06-21,19:29:55,1,1.0,green
115,e28f9fee87750528895de80171d78468418e45a4,129.818556,-2.917131,11.0,ID.MA.MT,97544.0,16-06-21,19:29:58,6,0.999,green
42,378aefa56a21e2943c47086d9892add85924d974,128.212279,-3.693693,4.0,ID.MA.AM,97129.0,16-06-21,19:30:52,268,0.999,green
4,059c4eca365292aff28354865711d74b114b92ec,128.204528,-3.639639,7.0,,,16-06-21,19:30:54,67,1.0,green
43,39368edf97eede2901bd870255f1d2d7791f222a,128.209682,-3.675675,5.0,ID.MA.AM,97128.0,16-06-21,19:31:02,230,0.999,green
123,f5864483f981535766f56d882c9a5a51eace8d1a,128.198757,-3.670723,10.0,ID.MA.AM,97128.0,16-06-21,19:31:19,1,1.0,green
27,233901a96b42fbfc106eae7eaec76e08725bf64a,128.191616,-3.556349,15.0,ID.MA.MT,97543.0,16-06-21,19:31:24,8,0.999,green
66,7433106b75d61226827d22554009421d85da0205,128.198278,-3.661818,6.0,,,16-06-21,19:31:37,1,1.0,green
16,14d1aedab9f73d332a8b9187fd907ac20714edcd,128.252687,-3.621831,12.0,ID.MA.AM,97214.0,16-06-21,19:31:39,1,0.999,green
109,d938a6557425f556c233b3c86952471a62d2033b,128.722982,-3.603603,11.0,ID.MA.MT,97546.0,16-06-21,19:31:44,31,1.0,green
83,99ab5e6331d7f36d1b04dda351f6a934780ffe50,128.175829,-3.705181,11.0,ID.MA.AM,97114.0,16-06-21,19:32:28,24,0.999,green
103,c73b1ae248d2e99e118e55c3ad09fe2badeb0810,129.720874,-2.865292,7.0,ID.MA.MT,97544.0,16-06-21,19:32:34,71,1.0,green
110,d9f7167093aab73a99ce95ef8f071a4cca33fbf5,128.18158,-3.689585,5.0,ID.MA.AM,97124.0,16-06-21,19:32:38,1,1.0,green
48,443cec9b07bdd74d48c5140cb4febe50ec21d538,127.952903,-3.010221,12.0,ID.MA.SB,97561.0,16-06-21,19:32:51,3,0.999,green
46,3d8d5c63b32cfba4892e605b01894507ff315bab,128.353335,-3.619478,8.0,ID.MA.MT,97544.0,16-06-21,19:33:25,8,1.0,green
94,b0d95943e216ace18059a15861afbe7bc76219a9,128.225524,-3.628007,20.0,ID.MA.AM,97217.0,16-06-21,19:33:45,1,1.0,green
35,2e214618c35da5a5cf8802c93994ca509d5916b9,128.323265,-3.585585,4.0,ID.MA.MT,97544.0,16-06-21,19:33:48,459,0.999,green
63,6d3726792cd638b770257ac06260938c2914b956,128.066526,-3.077665,14.0,ID.MA.SB,97561.0,16-06-21,19:33:49,2,1.0,green
121,ed4eb930adb4bd44ec49f517d78fb0abf81d1d0e,128.22116,-3.69203,17.0,ID.MA.AM,97128.0,16-06-21,19:35:00,162,1.0,green
106,d0171cf2acc2e465f83482cc69304538e04b1f4a,128.157121,-3.710491,6.0,ID.MA.AM,97117.0,16-06-21,19:35:08,1,0.999,green
89,a265d47feb2ac68125410c8f249126d5f42b559b,128.196969,-3.067062,10.0,ID.MA.SB,97561.0,16-06-21,19:35:09,1,1.0,green
119,e8d6ff7d1ca00c6dc5facbd7be6ee74afff737cf,128.245504,-3.631962,17.0,ID.MA.AM,97214.0,16-06-21,19:35:16,1,0.999,green
77,8df110cf5abf0acf2e0e8157e9dd290ba8504c91,128.221021,-3.622129,15.0,ID.MA.AM,97217.0,16-06-21,19:35:42,1,0.999,green
