,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,760d3281358d8fafdd13a8b6e2de46da3ec50e9c,128.19162,-3.67568,16.0,ID.MA.AM,97129.0,16-06-21,08:30:11,33,0.999,green
1,8c7ff83812dfc3f4ae58e64151444be1ccc44d0c,128.3634,-3.35104,11.0,ID.MA.SB,97566.0,16-06-21,08:30:11,13,1.0,green
2,015b6494ac4367afd034693fbb741f7fcbf4e71e,128.17053,-3.70451,6.0,ID.MA.AM,97115.0,16-06-21,08:30:11,3773,1.0,green
3,72de886c46e8ad30556c12f5d6e23933b6f4bab0,128.23808,-3.621621,7.0,ID.MA.AM,97215.0,16-06-21,08:30:11,166,1.0,green
4,54e6777ddcabd9992dffe904a28bfbf51bfbacfe,128.20325,-3.6848,9.0,ID.MA.AM,97128.0,16-06-21,08:30:13,531,0.999,green
5,015b6494ac4367afd034693fbb741f7fcbf4e71e,128.17053,-3.70451,10.0,ID.MA.AM,97115.0,16-06-21,08:30:17,3773,0.999,green
6,b82836ba11f4f2d12ab0fb7a83534ae792a644b1,128.189412,-3.685712,9.0,ID.MA.AM,97128.0,16-06-21,08:30:19,10,1.0,green
10,760d3281358d8fafdd13a8b6e2de46da3ec50e9c,128.19161,-3.67569,16.0,ID.MA.AM,97129.0,16-06-21,08:30:22,33,0.999,green
9,72de886c46e8ad30556c12f5d6e23933b6f4bab0,128.23808,-3.62164,7.0,ID.MA.AM,97215.0,16-06-21,08:30:22,166,1.0,green
7,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.17159,-3.70593,9.0,ID.MA.AM,97115.0,16-06-21,08:30:22,1003,1.0,green
8,8c7ff83812dfc3f4ae58e64151444be1ccc44d0c,128.363423,-3.351026,11.0,ID.MA.SB,97566.0,16-06-21,08:30:22,13,0.999,green
11,b1438e7adee73430761e90ae401e94d209ba0523,128.21256,-3.682695,7.0,ID.MA.AM,97128.0,16-06-21,08:30:24,14,1.0,green
12,527b150d7a49c85f9b4afc60c8f2bd4f70a22b15,128.190203,-3.682537,12.0,ID.MA.AM,97128.0,16-06-21,08:30:25,805,1.0,green
13,015b6494ac4367afd034693fbb741f7fcbf4e71e,128.17053,-3.70452,10.0,ID.MA.AM,97115.0,16-06-21,08:30:27,3773,1.0,green
14,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.17159,-3.70593,12.0,ID.MA.AM,97115.0,16-06-21,08:30:27,1003,0.999,green
15,d81f7a60d8e498ff3f71329429be10e322108d16,128.170408,-3.707926,3.0,ID.MA.AM,97116.0,16-06-21,08:30:28,1,0.999,green
18,b9d1b1edd9121f0701ce7faa76ef6d8f4417aa19,128.15293,-3.65766,13.0,ID.MA.AM,97225.0,16-06-21,08:30:29,73,1.0,green
16,b82836ba11f4f2d12ab0fb7a83534ae792a644b1,128.1894,-3.68573,9.0,ID.MA.AM,97128.0,16-06-21,08:30:29,10,1.0,green
17,78bd04befe193fae5b10a85fb933e95a52af57c2,128.94731,-3.30566,9.0,ID.MA.MT,97544.0,16-06-21,08:30:29,34,0.999,green
19,e196bfe79681d71a50305ebe8d7aecffd8c8eb8c,128.067277,-3.7211,6.0,ID.MA.MT,97542.0,16-06-21,08:30:30,6,0.999,green
20,1373c54f8140c842e6bac1fe68398d4cd707d811,128.19162,-3.67568,9.0,ID.MA.AM,97129.0,16-06-21,08:30:32,166,1.0,green
21,936a6ed8587901001825463199722b6d38fa3068,128.2221,-3.09558,6.0,ID.MA.SB,97561.0,16-06-21,08:30:38,5,0.999,green
22,1373c54f8140c842e6bac1fe68398d4cd707d811,128.19161,-3.67569,9.0,ID.MA.AM,97129.0,16-06-21,08:30:41,166,1.0,green
23,936a6ed8587901001825463199722b6d38fa3068,128.22211,-3.09559,6.0,ID.MA.SB,97561.0,16-06-21,08:30:48,5,1.0,green
24,54af5654fa7c805e336e807b1870ac70854861c0,128.220024,-3.621621,7.0,ID.MA.AM,97217.0,16-06-21,08:30:50,17,0.999,green
25,16aa6458948b6364aa809323e4701332c03b9275,129.115087,-2.954204,8.0,ID.MA.MT,97544.0,16-06-21,08:30:50,19,1.0,green
26,a205fbdbf11ef597851fadbd8e19c1d9ace59ae0,128.323465,-3.571153,24.0,ID.MA.MT,97544.0,16-06-21,08:30:52,5,0.999,green
27,015b6494ac4367afd034693fbb741f7fcbf4e71e,128.17053,-3.704508,3.0,ID.MA.AM,97115.0,16-06-21,08:30:54,3773,1.0,green
28,75346b8b4a8e1b14a69c42ea9d79b0a34ddf9ac9,128.146835,-3.727211,3.0,ID.MA.AM,97117.0,16-06-21,08:30:55,1,0.999,green
