,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,399932e280a9b61f8fe81066ddbcdeb4800eb8ec,128.238078,-3.621621,9.0,ID.MA.AM,97215.0,16-06-21,18:00:02,173,1.0,green
1,a04382179c7b901c7a30f96dd6a7cb16ea595adc,128.983662,-3.261261,9.0,ID.MA.MT,97544.0,16-06-21,18:00:05,2,1.0,green
2,01c25cfd6346756e041c8a7325064eb545320350,128.321321,-3.289291,7.0,ID.MA.SB,97564.0,16-06-21,18:00:11,1,0.999,green
3,09d651945a48923383fd4b64c0f91acf4a6b7684,128.190298,-3.687035,10.0,ID.MA.AM,97122.0,16-06-21,18:00:20,2666,0.999,green
4,f9062571defe5d9865cd56deab4cbd6ce1434474,128.1884,-3.64949,8.0,ID.MA.AM,97228.0,16-06-21,18:00:31,136,0.999,green
5,09d651945a48923383fd4b64c0f91acf4a6b7684,128.190298,-3.687035,8.0,ID.MA.AM,97122.0,16-06-21,18:00:32,2666,1.0,green
6,27681f05e4b6ccdd46937b8ece2011521fecd24c,128.970263,-3.297297,18.0,ID.MA.MT,97544.0,16-06-21,18:00:33,173,0.999,green
7,2c79f2baf3ce8a7d3f16f80c094075457c1cf306,128.32657,-3.584744,28.0,ID.MA.MT,97544.0,16-06-21,18:00:35,9,1.0,green
8,73eaff612f9a5e16b7928f276ef10827fc963ae7,128.184428,-3.687962,5.0,ID.MA.AM,97123.0,16-06-21,18:00:43,1,1.0,green
9,4feba6b834bbce2c620113784560edfce77b0fdf,128.16072,-3.711711,11.0,ID.MA.AM,97117.0,16-06-21,18:00:44,8,0.999,green
10,f9062571defe5d9865cd56deab4cbd6ce1434474,128.18854,-3.649438,17.0,ID.MA.AM,97228.0,16-06-21,18:01:02,136,1.0,green
11,2deec4b2621084901ce5e3f0fb27b990cc31fa32,128.17543,-3.699481,4.0,ID.MA.AM,97112.0,16-06-21,18:01:10,1138,1.0,green
12,0136f6f13e142e5e2d17a9372b7ce4ba670fca60,128.191627,-3.675675,3.0,ID.MA.AM,97129.0,16-06-21,18:01:10,122,0.999,green
13,26f5bc9f8a7524b452f027a2075a9ba2b45631db,128.212279,-3.693693,10.0,ID.MA.AM,97129.0,16-06-21,18:01:26,7,1.0,green
14,26f5bc9f8a7524b452f027a2075a9ba2b45631db,128.212279,-3.693693,8.0,ID.MA.AM,97129.0,16-06-21,18:01:28,7,1.0,green
15,23349ae596ee8083e064dc774fa9e9d89aef9443,128.23808,-3.621621,18.0,ID.MA.AM,97215.0,16-06-21,18:01:34,1,0.999,green
16,b02df3a35b476ccf4d6460eae18615f62f3ab8fd,128.182025,-3.697485,9.0,ID.MA.AM,97127.0,16-06-21,18:01:43,4,1.0,green
