,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,5.0,ID.MA.AM,97128.0,16-06-21,13:00:00,165,1.0,green
1,a35935b53a1d191641481051f0d20523ec894304,128.149207,-3.081081,5.0,ID.MA.SB,,16-06-21,13:00:01,139,1.0,green
2,d186be3d7a2748b1fb8e4cfaa5ca34b8203345b3,128.24063,-3.639639,6.0,,,16-06-21,13:00:01,39,1.0,green
3,89dec938a56937f8352969d1f38e9da956239883,128.11629,-2.954954,5.0,ID.MA.SB,97561.0,16-06-21,13:00:02,34,1.0,green
4,5e6b01603d78e94b34ac545c80b237d6813dec37,128.189044,-3.657657,12.0,ID.MA.AM,97223.0,16-06-21,13:00:08,200,1.0,green
5,a7fbdeafcb3ae7e37a5018b8232a35dc3b2760b4,128.960548,-3.303988,9.0,ID.MA.MT,97544.0,16-06-21,13:00:08,8,0.999,green
6,a7fbdeafcb3ae7e37a5018b8232a35dc3b2760b4,128.960548,-3.303988,4.0,ID.MA.MT,97544.0,16-06-21,13:00:09,8,0.999,green
7,13962a3b00c730a9d88733999278a05dacbb80cf,128.19181,-3.68221,19.0,ID.MA.AM,97128.0,16-06-21,13:00:09,165,1.0,green
8,f0ea34c057a833b0b38019f96453e74cf6acea3b,128.181105,-3.701894,5.0,ID.MA.AM,97127.0,16-06-21,13:00:16,117,1.0,green
9,a7fbdeafcb3ae7e37a5018b8232a35dc3b2760b4,128.96053,-3.30398,5.0,ID.MA.MT,97544.0,16-06-21,13:00:18,8,0.999,green
10,785d897ee763ab8c8027e745090e47a7e8f67025,128.137462,-3.675675,11.0,ID.MA.AM,97225.0,16-06-21,13:00:25,307,0.999,green
11,a7fbdeafcb3ae7e37a5018b8232a35dc3b2760b4,128.960548,-3.303988,5.0,ID.MA.MT,97544.0,16-06-21,13:00:28,8,1.0,green
12,2c214270a68ea2687e1574c03182dfdcfadfe808,127.932176,-3.679289,17.0,ID.MA.MT,97543.0,16-06-21,13:00:30,7,0.999,green
13,89dec938a56937f8352969d1f38e9da956239883,128.11629,-2.95497,14.0,ID.MA.SB,97561.0,16-06-21,13:00:32,34,1.0,green
14,838dd4d009ea27e3c45d58c80ea4336bd9ad71a7,128.35254,-3.335385,8.0,ID.MA.SB,97566.0,16-06-21,13:00:37,4,1.0,green
15,4a79c16680c23aab7d41f493283633267e57c230,128.191627,-3.675675,6.0,ID.MA.AM,97129.0,16-06-21,13:00:38,27,1.0,green
16,4a79c16680c23aab7d41f493283633267e57c230,128.191627,-3.675675,17.0,ID.MA.AM,97129.0,16-06-21,13:00:39,27,0.999,green
17,02349939a6248c00cc17da790466bc8fe7beb84d,128.242288,-3.631325,11.0,ID.MA.AM,97215.0,16-06-21,13:00:39,1,0.999,green
18,040829a0717e192042ddb857a0bda483b0746639,128.34526,-3.50975,13.0,ID.MA.MT,97544.0,16-06-21,13:00:40,2,1.0,green
19,89dec938a56937f8352969d1f38e9da956239883,128.116292,-2.954954,14.0,ID.MA.SB,97561.0,16-06-21,13:00:41,34,0.999,green
20,6914ba80cd8c21293feeecadfdab08e1906b1460,128.178776,-3.711711,15.0,ID.MA.AM,97116.0,16-06-21,13:00:42,39,1.0,green
21,f3cbc899ff6870b875b3a23dfe419b9fc9615254,128.1949,-3.63894,13.0,ID.MA.AM,97222.0,16-06-21,13:00:43,269,0.999,green
22,6914ba80cd8c21293feeecadfdab08e1906b1460,128.178776,-3.711711,12.0,ID.MA.AM,97116.0,16-06-21,13:00:43,39,1.0,green
23,e2a4301a43cccbda159eb90918e968a5c78c087b,128.278407,-3.647711,15.0,ID.MA.AM,97136.0,16-06-21,13:00:50,15,0.999,green
24,e2a4301a43cccbda159eb90918e968a5c78c087b,128.278407,-3.647711,5.0,ID.MA.AM,97136.0,16-06-21,13:00:52,15,1.0,green
25,cdb42f1a516b63717963b2c31b225c5a46a6ced9,128.164862,-3.708157,12.0,ID.MA.AM,97117.0,16-06-21,13:00:55,11,1.0,green
26,e2a4301a43cccbda159eb90918e968a5c78c087b,128.278407,-3.647711,26.0,ID.MA.AM,97136.0,16-06-21,13:00:56,15,1.0,green
27,6272c95e6105fef226783ece1fbad7ebec19d1ee,128.18904,-3.657657,10.0,ID.MA.AM,97223.0,16-06-21,13:00:56,96,0.999,green
28,e2a4301a43cccbda159eb90918e968a5c78c087b,128.278407,-3.647711,3.0,ID.MA.AM,97136.0,16-06-21,13:00:57,15,1.0,green
29,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,12.0,ID.MA.AM,97128.0,16-06-21,13:00:57,165,0.999,green
30,326ca7a68f7818414ae1a295386bb9e22af82f30,129.709367,-2.850853,10.0,ID.MA.MT,97544.0,16-06-21,13:00:58,16,1.0,green
32,326ca7a68f7818414ae1a295386bb9e22af82f30,129.709367,-2.850853,5.0,ID.MA.MT,97544.0,16-06-21,13:00:59,16,1.0,green
31,13962a3b00c730a9d88733999278a05dacbb80cf,128.19181,-3.68221,19.0,ID.MA.AM,97128.0,16-06-21,13:00:59,165,0.999,green
33,8c12d5ddc5fe667b0620b0e13d58e7c5c461ccea,128.970263,-3.297297,16.0,ID.MA.MT,97544.0,16-06-21,13:01:01,312,1.0,green
34,a34b6fb54c41d3d9cc0db024142d954cf1d7027f,128.221375,-3.68538,4.0,ID.MA.AM,97128.0,16-06-21,13:01:05,3,0.999,green
35,d9e11f3d2607a4da3820be17a8ecaed39ec9585f,128.191627,-3.675675,16.0,ID.MA.AM,97129.0,16-06-21,13:01:05,145,1.0,green
36,d186be3d7a2748b1fb8e4cfaa5ca34b8203345b3,128.24063,-3.639639,9.0,,,16-06-21,13:01:07,39,1.0,green
37,4a79c16680c23aab7d41f493283633267e57c230,128.191627,-3.675675,6.0,ID.MA.AM,97129.0,16-06-21,13:01:11,27,0.999,green
38,3f8930dc31c43d1278c2b8d0b70544d839f0e689,128.378346,-3.330314,15.0,ID.MA.SB,97566.0,16-06-21,13:01:14,45,1.0,green
39,f3cbc899ff6870b875b3a23dfe419b9fc9615254,128.1949,-3.63894,12.0,ID.MA.AM,97222.0,16-06-21,13:01:14,269,0.999,green
40,fde9974fa79363e876f5d36a4baf46687b4dd45b,128.205412,-3.66573,6.0,ID.MA.AM,97128.0,16-06-21,13:01:14,5,1.0,green
41,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,6.0,ID.MA.AM,97128.0,16-06-21,13:01:15,165,1.0,green
42,d186be3d7a2748b1fb8e4cfaa5ca34b8203345b3,128.240637,-3.639639,5.0,,,16-06-21,13:01:17,39,1.0,green
43,63a71bbf93d7df0ff3a0a94df8b57477cde489f3,128.1776,-3.6902,94.0,,,16-06-21,13:01:19,3,0.999,green
44,4705d0cf0334cbf55f99a448d774a160612ba85b,128.37641,-3.36976,6.0,ID.MA.SB,97566.0,16-06-21,13:01:19,2,1.0,green
45,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,8.0,ID.MA.AM,97128.0,16-06-21,13:01:20,165,1.0,green
46,59cc29ee846a5105e212bdfb3336ba62db1ae905,128.62397,-3.58213,7.0,ID.MA.MT,97546.0,16-06-21,13:01:20,4,0.999,green
48,eb9646c5b7422d92cc7badc10777d83989826f9d,128.199723,-3.544169,11.0,ID.MA.MT,97543.0,16-06-21,13:01:21,1,0.999,green
47,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,8.0,ID.MA.AM,97128.0,16-06-21,13:01:21,165,1.0,green
49,8a812a2584130f0db9231d35eaf0e39265972a8b,128.158649,-3.707129,10.0,ID.MA.AM,97117.0,16-06-21,13:01:22,86,1.0,green
50,89308c01f22b820e8cac737c5cb0ea7b48c49803,128.19495,-3.064368,17.0,ID.MA.SB,97561.0,16-06-21,13:01:26,4,1.0,green
51,13962a3b00c730a9d88733999278a05dacbb80cf,128.19181,-3.68221,5.0,ID.MA.AM,97128.0,16-06-21,13:01:26,165,0.999,green
52,6272c95e6105fef226783ece1fbad7ebec19d1ee,128.189044,-3.657657,6.0,ID.MA.AM,97223.0,16-06-21,13:01:26,96,0.999,green
53,85a83005d06944d78349f60a6a0c6c66f0418139,128.188758,-3.677461,3.0,ID.MA.AM,97128.0,16-06-21,13:01:27,329,1.0,green
54,785d897ee763ab8c8027e745090e47a7e8f67025,128.137462,-3.675675,5.0,ID.MA.AM,97225.0,16-06-21,13:01:28,307,0.999,green
55,4705d0cf0334cbf55f99a448d774a160612ba85b,128.37642,-3.369765,6.0,ID.MA.SB,97566.0,16-06-21,13:01:29,2,0.999,green
56,785d897ee763ab8c8027e745090e47a7e8f67025,128.137462,-3.675675,20.0,ID.MA.AM,97225.0,16-06-21,13:01:31,307,0.999,green
57,4a0b2afa973e2825575301788606c75ce8993f9f,128.333452,-3.602186,8.0,ID.MA.MT,97544.0,16-06-21,13:01:31,8,1.0,green
58,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.182646,-3.698941,7.0,ID.MA.AM,97127.0,16-06-21,13:01:32,299,0.999,green
59,cf22c0b600fee5a0a982b1cd0fde2525e31f3ae1,128.361311,-3.333333,4.0,ID.MA.SB,97566.0,16-06-21,13:01:33,33,1.0,green
60,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.182646,-3.698941,10.0,ID.MA.AM,97127.0,16-06-21,13:01:35,299,1.0,green
61,8a812a2584130f0db9231d35eaf0e39265972a8b,128.158649,-3.707129,19.0,ID.MA.AM,97117.0,16-06-21,13:01:35,86,0.999,green
62,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,12.0,ID.MA.AM,97128.0,16-06-21,13:01:36,165,0.999,green
63,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,5.0,ID.MA.AM,97128.0,16-06-21,13:01:37,165,0.999,green
64,fe00004e481f107ee27aa793ac27bad83e27ccf8,128.181696,-3.702116,3.0,ID.MA.AM,97127.0,16-06-21,13:01:39,328,0.999,green
65,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,17.0,ID.MA.AM,97127.0,16-06-21,13:01:40,299,1.0,green
66,13962a3b00c730a9d88733999278a05dacbb80cf,128.191811,-3.682203,5.0,ID.MA.AM,97128.0,16-06-21,13:01:46,165,0.999,green
67,70d93227c28da4b1df00f1bcdad78da7b94a4101,128.253067,-3.630468,5.0,ID.MA.AM,97214.0,16-06-21,13:01:51,21,0.999,green
68,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,3.0,ID.MA.AM,97127.0,16-06-21,13:01:52,299,1.0,green
69,9fcb042a99f65848a5af8785b04b6f72c61694ac,128.158112,-3.693693,8.0,,,16-06-21,13:01:52,252,0.999,green
70,f174c061a04465e8fd9a9c789880dde08e3ffded,128.20709,-3.65766,13.0,,,16-06-21,13:01:53,200,1.0,green
71,6517db430b54f099a4bfd6f2f176e18a811bfcc9,128.216757,-3.693343,12.0,ID.MA.AM,97129.0,16-06-21,13:01:57,2,1.0,green
72,13962a3b00c730a9d88733999278a05dacbb80cf,128.19181,-3.68221,10.0,ID.MA.AM,97128.0,16-06-21,13:01:58,165,0.999,green
73,4a79c16680c23aab7d41f493283633267e57c230,128.191627,-3.675675,13.0,ID.MA.AM,97129.0,16-06-21,13:02:01,27,0.999,green
