,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color,Magnitude,Depth
167,7689a56b92e77125c02a3b129eeacdc1e9532c5d,128.183693,-3.688973,7.0,ID.MA.AM,97123.0,16-06-21,13:48:30,1,0.999,green,-,-
168,cca3c88bf747ac94de9369c5a185fdffc7e153ce,128.186473,-3.639639,7.0,ID.MA.AM,97223.0,16-06-21,13:48:31,72,0.999,green,-,-
169,995421682bd83556f7f4c88d0f99a95a093533ba,127.949967,-3.00858,9.0,ID.MA.SB,97561.0,16-06-21,13:48:45,1,1.0,green,-,-
170,8c12d5ddc5fe667b0620b0e13d58e7c5c461ccea,128.95455,-3.31532,4.0,ID.MA.MT,97544.0,16-06-21,13:48:46,312,0.999,green,-,-
171,f36f8a24585ae9ee712944893f72544659389836,128.176168,-3.693693,15.0,ID.MA.AM,,16-06-21,13:48:53,107,0.999,green,-,-
172,3d06ed86f106a7c00a7d7f2e3c8d0042ac84c3b5,129.039649,-2.797445,22.0,ID.MA.MT,97544.0,16-06-21,13:48:53,3,1.0,green,-,-
173,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.182646,-3.698941,4.0,ID.MA.AM,97127.0,16-06-21,13:48:53,299,1.0,green,-,-
174,2df33086062d96cc20a519d271a499f2836c10de,128.23247,-3.626413,11.0,ID.MA.AM,97216.0,16-06-21,13:49:00,2,0.999,green,-,-
175,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,13.0,ID.MA.AM,97127.0,16-06-21,13:49:04,299,1.0,green,-,-
176,c2187469eed55ab66582cbf78c4befce4b078613,128.979649,-3.281806,7.0,ID.MA.MT,97544.0,16-06-21,13:49:04,20,1.0,green,-,-
177,5476496711b7ac3af71b3fe074ecd120134febca,128.194372,-3.567567,4.0,ID.MA.MT,97543.0,16-06-21,13:49:08,4,0.999,green,-,-
178,18decd77e6e11d22d56f18c0e883f483c76a1225,128.310479,-3.640872,8.0,,,16-06-21,13:49:14,23,0.999,green,-,-
179,72de886c46e8ad30556c12f5d6e23933b6f4bab0,128.238078,-3.621621,32.0,ID.MA.AM,97215.0,16-06-21,13:49:21,166,0.999,green,-,-
180,9b696b8453d4e25f2f23ad3a1b9283ab83571986,128.251875,-3.582893,11.0,ID.MA.AM,97214.0,16-06-21,13:49:24,16,0.999,green,-,-
181,b983879d8a1c4be6078aa31239a1037f928afa8e,128.212279,-3.693693,16.0,ID.MA.AM,97129.0,16-06-21,13:49:26,177,1.0,green,-,-
182,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.182646,-3.698941,12.0,ID.MA.AM,97127.0,16-06-21,13:49:26,299,1.0,green,-,-
183,baf8bc0d2034f71daaaa06fac9f34cffecad6545,128.224651,-3.686423,18.0,ID.MA.AM,97128.0,16-06-21,13:49:29,1,0.999,green,-,-
184,c4ef7ad525a21d2aa018d74aa7307531320ef162,128.248199,-3.629737,5.0,ID.MA.AM,97214.0,16-06-21,13:49:34,2,1.0,green,-,-
185,bef79394fb0552e652d9b5689ff282e2bdc393a3,128.517338,-3.456551,13.0,ID.MA.SB,97565.0,16-06-21,13:49:39,3,0.999,green,-,-
186,c4ef7ad525a21d2aa018d74aa7307531320ef162,128.24819,-3.62974,7.0,ID.MA.AM,97214.0,16-06-21,13:49:39,2,1.0,green,-,-
187,22e77962008f6d0750726af76dbac4450b0a1540,129.18439,-2.957145,7.0,ID.MA.MT,97544.0,16-06-21,13:49:42,1,0.999,green,-,-
188,d9e11f3d2607a4da3820be17a8ecaed39ec9585f,128.191627,-3.675675,12.0,ID.MA.AM,97129.0,16-06-21,13:49:43,145,0.999,green,-,-
189,fd8a5425974236ba898e0919bbe837e9b68dc22e,128.956266,-3.301415,9.0,ID.MA.MT,97544.0,16-06-21,13:49:48,1,0.999,green,-,-
190,4e479c7ab4b4a370c2fd1b26018e1153b65b016a,128.19423,-3.678819,10.0,ID.MA.AM,97129.0,16-06-21,13:49:50,3,0.999,green,-,-
191,0376836247123f1fcefcc6002553e752d9c42745,128.47498,-3.518441,8.0,ID.MA.MT,97545.0,16-06-21,13:49:54,4,0.999,green,-,-
192,e69b3890299c3fc56425be3cf58c731410608063,128.20828,-3.63455,3.0,ID.MA.AM,97221.0,16-06-21,13:49:56,1,1.0,green,-,-
193,835993eb272e517c71a4853dd04856a79e96584c,128.19412,-3.67913,16.0,ID.MA.AM,97128.0,16-06-21,13:49:57,5,1.0,green,-,-
194,f57c377f48b9701554924ce4c1ac75aa39afbd18,128.3579,-3.329575,17.0,ID.MA.SB,97566.0,16-06-21,13:49:59,5,0.999,green,-,-
195,ca43f19e292907cf89069c19a78134d21f653ae1,128.168487,-3.709103,11.0,ID.MA.AM,97116.0,16-06-21,13:50:03,21,0.999,green,-,-
196,f57c377f48b9701554924ce4c1ac75aa39afbd18,128.357894,-3.329575,4.0,ID.MA.SB,97566.0,16-06-21,13:50:03,5,1.0,green,-,-
197,f57c377f48b9701554924ce4c1ac75aa39afbd18,128.357894,-3.329575,10.0,ID.MA.SB,97566.0,16-06-21,13:50:05,5,1.0,green,-,-
198,72ae36f71b0c32d1f9e296d8012d449b4e882030,128.971778,-3.257755,18.0,ID.MA.MT,97544.0,16-06-21,13:50:06,10,0.999,green,-,-
199,ec54f19988f7408f0e181d021c7cf05ba148b03d,128.186473,-3.639639,9.0,ID.MA.AM,97223.0,16-06-21,13:50:12,237,0.999,green,-,-
200,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,17.0,ID.MA.AM,97127.0,16-06-21,13:50:14,299,0.999,green,-,-
201,18bb5f65e98038184d0e8b6d62cb9dc4ad88d39b,128.178647,-3.695942,5.0,ID.MA.AM,97126.0,16-06-21,13:50:15,1,0.999,green,-,-
202,9e1a5bc114111f01e7a9fd4ba9100d4c1e2e9437,127.969656,-3.641101,7.0,ID.MA.MT,97543.0,16-06-21,13:50:17,199,0.999,green,-,-
203,56087271a90c7f0b63ecf68d00d283ecf56d770f,128.174714,-3.702018,9.0,ID.MA.AM,97115.0,16-06-21,13:50:21,613,1.0,green,-,-
204,8e9834693fccd95c2f4cd0a9fa47f480c88758a7,128.178776,-3.711711,9.0,ID.MA.AM,97116.0,16-06-21,13:50:21,2,0.999,green,-,-
205,86fe9f650a157c7b9e22ba4ef24bfb056914bd7b,128.219053,-3.69034,1.0,ID.MA.AM,97128.0,16-06-21,13:50:21,60,1.0,green,-,-
206,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,5.0,ID.MA.AM,97127.0,16-06-21,13:50:22,299,0.999,green,-,-
207,86fe9f650a157c7b9e22ba4ef24bfb056914bd7b,128.219053,-3.69034,8.0,ID.MA.AM,97128.0,16-06-21,13:50:22,60,1.0,green,-,-
208,ae1480aac8fa4dfb96c7682dac99764d085acd5d,129.028511,-3.243221,8.0,ID.MA.MT,97544.0,16-06-21,13:50:23,1,0.999,green,-,-
209,f57c377f48b9701554924ce4c1ac75aa39afbd18,128.35789,-3.32958,22.0,ID.MA.SB,97566.0,16-06-21,13:50:23,5,0.999,green,-,-
210,9d457054b62b67fcad2a487601b9dfd57c0d9251,129.715799,-3.315076,26.0,ID.MA.MT,97544.0,16-06-21,13:50:25,9,0.999,green,-,-
211,54af5654fa7c805e336e807b1870ac70854861c0,128.22002,-3.621621,5.0,ID.MA.AM,97217.0,16-06-21,13:50:25,17,1.0,green,-,-
212,400e6c9e3b15855190562bd8c04f2ca2ee3a4a12,128.18509,-3.690702,4.0,ID.MA.AM,97123.0,16-06-21,13:50:29,4,1.0,green,-,-
213,8e9834693fccd95c2f4cd0a9fa47f480c88758a7,128.178776,-3.711711,10.0,ID.MA.AM,97116.0,16-06-21,13:50:31,2,1.0,green,-,-
214,90d7e776d379392594af91e69d0f28dd0f7f2091,128.22685,-3.68666,6.0,ID.MA.AM,97128.0,16-06-21,13:50:34,3,0.999,green,-,-
215,86479422e600a4789f876e0b00b76529e71b329a,128.1753,-3.712557,4.0,ID.MA.AM,97116.0,16-06-21,13:50:35,20,1.0,green,-,-
216,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18266,-3.69894,17.0,ID.MA.AM,97127.0,16-06-21,13:50:37,299,0.999,green,-,-
217,ca43f19e292907cf89069c19a78134d21f653ae1,128.168487,-3.709103,11.0,ID.MA.AM,97116.0,16-06-21,13:50:38,21,0.999,green,-,-
218,835993eb272e517c71a4853dd04856a79e96584c,128.19412,-3.67913,8.0,ID.MA.AM,97128.0,16-06-21,13:50:40,5,1.0,green,-,-
219,e649df3b78f2aa853c885c387cd6688be42a39e2,130.46573,-3.090276,13.0,ID.MA.ST,97585.0,16-06-21,13:50:40,244,0.999,green,-,-
220,ca43f19e292907cf89069c19a78134d21f653ae1,128.16849,-3.709103,12.0,ID.MA.AM,97116.0,16-06-21,13:50:41,21,0.999,green,-,-
221,f57c377f48b9701554924ce4c1ac75aa39afbd18,128.357894,-3.329575,35.0,ID.MA.SB,97566.0,16-06-21,13:50:44,5,1.0,green,-,-
222,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,17.0,ID.MA.AM,97127.0,16-06-21,13:50:47,299,0.999,green,-,-
223,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,10.0,ID.MA.MT,97544.0,16-06-21,13:50:53,80,1.0,green,-,-
224,aeb1ffe80520df7689c647598916e0988f111f73,128.203208,-3.683569,4.0,ID.MA.AM,97128.0,16-06-21,13:50:56,8,1.0,green,-,-
225,84f72e31e0fbd4d8041ca18a4246f1851cf41d3d,128.197288,-3.638479,17.0,ID.MA.AM,97222.0,16-06-21,13:50:58,50,1.0,green,-,-
226,23cf5ed01833a776b95ab49fd34216c4d812ba2a,128.27418,-3.62163,7.0,,,16-06-21,13:51:00,177,1.0,green,-,-
227,23cf5ed01833a776b95ab49fd34216c4d812ba2a,128.274186,-3.621621,6.0,,,16-06-21,13:51:01,177,0.999,green,-,-
228,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,12.0,ID.MA.ST,97585.0,16-06-21,13:51:05,244,0.999,green,-,-
229,43c67e175b6c37799833f293a89661dc985eac0b,128.362899,-3.319238,14.0,ID.MA.SB,97566.0,16-06-21,13:51:07,3,1.0,green,-,-
230,ca43f19e292907cf89069c19a78134d21f653ae1,128.168487,-3.709103,9.0,ID.MA.AM,97116.0,16-06-21,13:51:09,21,0.999,green,-,-
231,d28ed10d467bb765520891afe192a74875cae92b,128.221184,-3.09953,2.0,ID.MA.SB,97561.0,16-06-21,13:51:09,6,1.0,green,-,-
232,aef45a576ffa8b01448b8a0a53a9a0faf181b853,128.18396,-3.70156,12.0,ID.MA.AM,97129.0,16-06-21,13:51:09,1,0.999,green,-,-
233,7b8a1d69efb860cdfd946472958c47e95a5eee57,128.194223,-3.693693,17.0,ID.MA.AM,97121.0,16-06-21,13:51:10,2,0.999,green,-,-
234,e5372e3383afba5a746ad17bee18b1111dd4f445,128.191627,-3.675675,18.0,ID.MA.AM,97129.0,16-06-21,13:51:19,97,1.0,green,-,-
235,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,12.0,ID.MA.AM,97127.0,16-06-21,13:51:21,299,1.0,green,-,-
236,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,7.0,ID.MA.ST,97585.0,16-06-21,13:51:29,244,1.0,green,-,-
237,e791b4d21f275a4798523d1d1cf4bd677389989c,128.196832,-3.711711,7.0,ID.MA.AM,97129.0,16-06-21,13:51:30,161,0.999,green,-,-
238,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,5.0,ID.MA.ST,97585.0,16-06-21,13:51:32,244,1.0,green,-,-
239,634815f1707d24dac621f8697326a7c92df8a33a,130.86846,-3.62915,11.0,ID.MA.ST,97585.0,16-06-21,13:51:32,3,0.999,green,-,-
240,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,37.0,ID.MA.MT,97544.0,16-06-21,13:51:33,80,1.0,green,-,-
241,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.182646,-3.698941,3.0,ID.MA.AM,97127.0,16-06-21,13:51:33,299,0.999,green,-,-
242,634815f1707d24dac621f8697326a7c92df8a33a,130.86846,-3.62915,19.0,ID.MA.ST,97585.0,16-06-21,13:51:34,3,1.0,green,-,-
243,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,9.0,ID.MA.MT,97544.0,16-06-21,13:51:35,80,1.0,green,-,-
244,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,8.0,ID.MA.MT,97544.0,16-06-21,13:51:36,80,1.0,green,-,-
245,d28ed10d467bb765520891afe192a74875cae92b,128.221184,-3.09953,7.0,ID.MA.SB,97561.0,16-06-21,13:51:41,6,1.0,green,-,-
246,207954635d0f3ac08b2e97ea319eaaecb1497db3,129.022318,-3.206633,23.0,ID.MA.MT,97544.0,16-06-21,13:51:41,1,0.999,green,-,-
247,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,26.0,ID.MA.ST,97585.0,16-06-21,13:51:41,244,1.0,green,-,-
248,84699c562426d2fbd238ab132092120db92eff73,128.957654,-3.301712,5.0,ID.MA.MT,97544.0,16-06-21,13:51:42,197,0.999,green,-,-
249,30533deab0ab73f43b42f2b16f4bf85d612de2f9,128.656172,-3.572316,16.0,ID.MA.MT,,16-06-21,13:51:43,1,0.999,green,-,-
250,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,9.0,ID.MA.ST,97585.0,16-06-21,13:51:43,244,1.0,green,-,-
251,cf855de794aeded1eb972e156d24dcb700f67d12,128.222114,-3.631769,8.0,ID.MA.AM,97217.0,16-06-21,13:51:43,1,1.0,green,-,-
252,6914ba80cd8c21293feeecadfdab08e1906b1460,128.178776,-3.711711,10.0,ID.MA.AM,97116.0,16-06-21,13:51:44,39,1.0,green,-,-
253,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.171802,-3.705757,15.0,ID.MA.AM,97115.0,16-06-21,13:51:44,1003,0.999,green,-,-
254,8c12d5ddc5fe667b0620b0e13d58e7c5c461ccea,128.954557,-3.315315,12.0,ID.MA.MT,97544.0,16-06-21,13:51:45,312,0.999,green,-,-
255,d90dadef46a37aa4caa5256b86b28ca5df8b4622,130.494039,-3.10559,9.0,ID.MA.ST,97585.0,16-06-21,13:51:48,2,1.0,green,-,-
256,ba9d2409f5ef68f97971ec4f4b6d22028589585e,128.325113,-3.555798,14.0,ID.MA.MT,97544.0,16-06-21,13:51:50,1,0.999,green,-,-
257,a0cc7ce4ebb9ba55b4a921b50dd6f7ec15bd012b,128.19942,-3.603603,26.0,ID.MA.MT,97221.0,16-06-21,13:51:50,15,1.0,green,-,-
258,d90dadef46a37aa4caa5256b86b28ca5df8b4622,130.494039,-3.10559,9.0,ID.MA.ST,97585.0,16-06-21,13:51:50,2,0.999,green,-,-
259,74e06e815b4e3dcca9c295053db712f2f2068c30,130.473425,-3.091065,6.0,ID.MA.ST,97585.0,16-06-21,13:51:54,1,1.0,green,-,-
260,d28ed10d467bb765520891afe192a74875cae92b,128.221184,-3.09953,6.0,ID.MA.SB,97561.0,16-06-21,13:51:54,6,0.999,green,-,-
261,23cf5ed01833a776b95ab49fd34216c4d812ba2a,128.27419,-3.62162,7.0,,,16-06-21,13:51:55,177,1.0,green,-,-
262,d592fc516f9aff2851f84ee3362db27898cd3690,130.48027,-3.09799,6.0,ID.MA.ST,97585.0,16-06-21,13:51:55,5,0.999,green,-,-
263,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.1718,-3.705757,4.0,ID.MA.AM,97115.0,16-06-21,13:51:55,1003,1.0,green,-,-
264,9be19309f3c4a7632e70a7cb83dd7b8ca47e5281,127.933385,-3.678444,16.0,ID.MA.MT,97543.0,16-06-21,13:51:57,4,0.999,green,-,-
265,d592fc516f9aff2851f84ee3362db27898cd3690,130.480276,-3.097988,3.0,ID.MA.ST,97585.0,16-06-21,13:51:57,5,1.0,green,-,-
266,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,12.0,ID.MA.AM,97127.0,16-06-21,13:51:59,299,1.0,green,-,-
267,cf73823e7c577ddff791ad3a11597995af17b5a7,128.195609,-3.700817,17.0,ID.MA.AM,97129.0,16-06-21,13:52:01,6,0.999,green,-,-
268,d592fc516f9aff2851f84ee3362db27898cd3690,130.480276,-3.097988,8.0,ID.MA.ST,97585.0,16-06-21,13:52:02,5,1.0,green,-,-
269,0c220170a7b2d54c942b68806a479bd7a3064fbb,128.256132,-3.621621,15.0,ID.MA.AM,97214.0,16-06-21,13:52:03,23,1.0,green,-,-
270,d592fc516f9aff2851f84ee3362db27898cd3690,130.480276,-3.097988,5.0,ID.MA.ST,97585.0,16-06-21,13:52:08,5,0.999,green,-,-
271,d592fc516f9aff2851f84ee3362db27898cd3690,130.48027,-3.09799,8.0,ID.MA.ST,97585.0,16-06-21,13:52:09,5,1.0,green,-,-
272,f6d11ad8de0674303d7974bc9c483087dc70f3ba,129.3999,-2.78887,2.0,ID.MA.MT,97544.0,16-06-21,13:52:11,3,0.999,green,-,-
273,cf73823e7c577ddff791ad3a11597995af17b5a7,128.195609,-3.700817,5.0,ID.MA.AM,97129.0,16-06-21,13:52:11,6,1.0,green,-,-
274,4abc0f2389bbeb17e9ffca9e23fda63f53a5890f,128.204528,-3.639639,2.0,,,16-06-21,13:52:13,221,1.0,green,-,-
275,e92fdcc0d0837e2912007668d6e38d676f9262a8,128.184873,-3.685798,6.0,ID.MA.AM,97128.0,16-06-21,13:52:14,1,1.0,green,-,-
276,b5ec7bcff839bd569629ccf89f751e158524693b,129.112406,-3.35046,9.0,ID.MA.MT,97544.0,16-06-21,13:52:18,7,0.999,green,-,-
277,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,14.0,ID.MA.ST,97585.0,16-06-21,13:52:19,244,1.0,green,-,-
278,72de886c46e8ad30556c12f5d6e23933b6f4bab0,128.238078,-3.621621,4.0,ID.MA.AM,97215.0,16-06-21,13:52:22,166,1.0,green,-,-
279,f6d11ad8de0674303d7974bc9c483087dc70f3ba,129.399902,-2.788857,2.0,ID.MA.MT,97544.0,16-06-21,13:52:22,3,0.999,green,-,-
280,634815f1707d24dac621f8697326a7c92df8a33a,130.868465,-3.629144,7.0,ID.MA.ST,97585.0,16-06-21,13:52:25,3,0.999,green,-,-
281,86479422e600a4789f876e0b00b76529e71b329a,128.175292,-3.712557,10.0,ID.MA.AM,97116.0,16-06-21,13:52:27,20,1.0,green,-,-
282,da68d4d4b8a2f3df2f59e9463711851000c3c8d5,128.188791,-3.68063,7.0,ID.MA.AM,97128.0,16-06-21,13:52:31,1,0.999,green,-,-
283,9be19309f3c4a7632e70a7cb83dd7b8ca47e5281,127.933385,-3.678444,6.0,ID.MA.MT,97543.0,16-06-21,13:52:34,4,1.0,green,-,-
284,bd342baadaff6ac379c24c3075f33c8627cef4b1,128.367304,-3.346152,8.0,ID.MA.SB,97566.0,16-06-21,13:52:34,3,0.999,green,-,-
285,9be19309f3c4a7632e70a7cb83dd7b8ca47e5281,127.933385,-3.678444,5.0,ID.MA.MT,97543.0,16-06-21,13:52:37,4,0.999,green,-,-
286,ed4eb930adb4bd44ec49f517d78fb0abf81d1d0e,128.22113,-3.692114,10.0,ID.MA.AM,97128.0,16-06-21,13:52:39,162,1.0,green,-,-
287,f11ec091b3e0d160c746e16e0f6bf441bf3b8a9f,128.182883,-3.6587,28.0,ID.MA.AM,97223.0,16-06-21,13:52:39,34,0.999,green,-,-
288,f11ec091b3e0d160c746e16e0f6bf441bf3b8a9f,128.182883,-3.6587,4.0,ID.MA.AM,97223.0,16-06-21,13:52:41,34,0.999,green,-,-
289,f11ec091b3e0d160c746e16e0f6bf441bf3b8a9f,128.182883,-3.6587,10.0,ID.MA.AM,97223.0,16-06-21,13:52:43,34,1.0,green,-,-
290,d9e11f3d2607a4da3820be17a8ecaed39ec9585f,128.191627,-3.675675,9.0,ID.MA.AM,97129.0,16-06-21,13:52:44,145,0.999,green,-,-
291,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.18264,-3.69895,18.0,ID.MA.AM,97127.0,16-06-21,13:52:50,299,1.0,green,-,-
292,348a43c459c3b6fe70a8908ed643cd95cc927dfe,128.22516,-3.657657,6.0,ID.MA.AM,97212.0,16-06-21,13:52:51,6,1.0,green,-,-
293,d28ed10d467bb765520891afe192a74875cae92b,128.22118,-3.09953,3.0,ID.MA.SB,97561.0,16-06-21,13:52:52,6,0.999,green,-,-
294,348a43c459c3b6fe70a8908ed643cd95cc927dfe,128.225153,-3.657657,8.0,ID.MA.AM,97212.0,16-06-21,13:52:52,6,1.0,green,-,-
295,b32755fe00a815c6908dbd302326c1979fc5c061,128.222274,-3.675967,7.0,ID.MA.AM,97128.0,16-06-21,13:52:52,3,0.999,green,-,-
296,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.171802,-3.705757,10.0,ID.MA.AM,97115.0,16-06-21,13:52:54,1003,1.0,green,-,-
297,f6d11ad8de0674303d7974bc9c483087dc70f3ba,129.399902,-2.788857,11.0,ID.MA.MT,97544.0,16-06-21,13:52:54,3,0.999,green,-,-
298,3d93c31aa4bee4075fcb2e3cdd5d5fd61a5d1bee,128.24063,-3.63964,2.0,,,16-06-21,13:52:54,2,1.0,green,-,-
299,3d93c31aa4bee4075fcb2e3cdd5d5fd61a5d1bee,128.240637,-3.639639,12.0,,,16-06-21,13:52:55,2,0.999,green,-,-
300,aa1d48655d2fff3063261ccd6b555ec9215d853d,129.487128,-2.792792,9.0,ID.MA.MT,97544.0,16-06-21,13:52:56,34,0.999,green,-,-
301,b881d822540982eefe3f2a4cc7acdfbc605fdb96,128.192393,-3.655269,49.0,ID.MA.AM,97223.0,16-06-21,13:52:57,1,1.0,green,-,-
302,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.171802,-3.705757,9.0,ID.MA.AM,97115.0,16-06-21,13:53:00,1003,0.999,green,-,-
303,348a43c459c3b6fe70a8908ed643cd95cc927dfe,128.225153,-3.657657,6.0,ID.MA.AM,97212.0,16-06-21,13:53:01,6,1.0,green,-,-
304,d28ed10d467bb765520891afe192a74875cae92b,128.22118,-3.09953,7.0,ID.MA.SB,97561.0,16-06-21,13:53:02,6,1.0,green,-,-
305,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,128.182646,-3.698941,16.0,ID.MA.AM,97127.0,16-06-21,13:53:03,299,0.999,green,-,-
306,6ea99d61116ec7058efe23e2efad852039daefe9,127.977231,-3.403045,18.0,ID.MA.SB,97571.0,16-06-21,13:53:09,1,0.999,green,-,-
307,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.1718,-3.70576,8.0,ID.MA.AM,97115.0,16-06-21,13:53:09,1003,1.0,green,-,-
308,44ff24d77852adde2f1e67b34d1f5388aece03f5,128.256132,-3.621621,9.0,ID.MA.AM,97214.0,16-06-21,13:53:10,105,1.0,green,-,-
309,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.1718,-3.70576,14.0,ID.MA.AM,97115.0,16-06-21,13:53:13,1003,1.0,green,-,-
310,ec54f19988f7408f0e181d021c7cf05ba148b03d,128.186473,-3.639639,11.0,ID.MA.AM,97223.0,16-06-21,13:53:14,237,0.999,green,-,-
311,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465724,-3.090276,18.0,ID.MA.ST,97585.0,16-06-21,13:53:14,244,0.999,green,-,-
312,ec54f19988f7408f0e181d021c7cf05ba148b03d,128.186473,-3.639639,5.0,ID.MA.AM,97223.0,16-06-21,13:53:15,237,1.0,green,-,-
313,d28ed10d467bb765520891afe192a74875cae92b,128.221184,-3.09953,5.0,ID.MA.SB,97561.0,16-06-21,13:53:17,6,1.0,green,-,-
314,303fb72a68bd1992f4be1526845291708b6624ec,128.226469,-3.687557,14.0,ID.MA.AM,97128.0,16-06-21,13:53:18,8,0.999,green,-,-
315,303fb72a68bd1992f4be1526845291708b6624ec,128.226469,-3.687557,8.0,ID.MA.AM,97128.0,16-06-21,13:53:19,8,1.0,green,-,-
316,c20e24b7d4b1e350711c4ff65ce51a0377cbc5c6,127.950399,-3.12063,19.0,ID.MA.SB,97572.0,16-06-21,13:53:21,1,0.999,green,-,-
317,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.1718,-3.70576,9.0,ID.MA.AM,97115.0,16-06-21,13:53:32,1003,0.999,green,-,-
318,ca43f19e292907cf89069c19a78134d21f653ae1,128.168487,-3.709103,6.0,ID.MA.AM,97116.0,16-06-21,13:53:33,21,0.999,green,-,-
319,2e764a051749d1352ce01bd021f32eb1dca29349,128.187182,-3.699468,13.0,ID.MA.AM,97125.0,16-06-21,13:53:33,4,1.0,green,-,-
320,2a48a771b40e9f53030003bd5ec8eb7c1aad37c4,128.22062,-3.65945,14.0,ID.MA.AM,97212.0,16-06-21,13:53:39,8,0.999,green,-,-
321,ca43f19e292907cf89069c19a78134d21f653ae1,128.16848,-3.70911,7.0,ID.MA.AM,97116.0,16-06-21,13:53:40,21,1.0,green,-,-
322,9b696b8453d4e25f2f23ad3a1b9283ab83571986,128.251875,-3.582893,3.0,ID.MA.AM,97214.0,16-06-21,13:53:40,16,0.999,green,-,-
323,022e0d2082634a18cfb917404c1fd15580e90436,127.902178,-2.92401,11.0,ID.MA.SB,,16-06-21,13:53:49,4,1.0,green,-,-
324,cf3a40a61ff9c85086b9d60a7820904ebc0396d0,128.186125,-3.68537,6.0,ID.MA.AM,97128.0,16-06-21,13:53:53,4,1.0,green,-,-
325,ea862ac45d187c745d02f4a15ae3b6bb948cc0ea,128.186829,-3.684804,8.0,ID.MA.AM,97128.0,16-06-21,13:53:53,39,0.999,green,-,-
326,c32f7d2d8f17737920a1fc92af536e40f8d675e3,128.184521,-3.687835,41.0,ID.MA.AM,97123.0,16-06-21,13:53:54,4,0.999,green,-,-
327,5d5d675ce361b3bdbcd623306b0a09a6af0fe5a1,128.220024,-3.621621,4.0,ID.MA.AM,97217.0,16-06-21,13:53:55,3,1.0,green,-,-
328,015b6494ac4367afd034693fbb741f7fcbf4e71e,128.17056,-3.70437,11.0,ID.MA.AM,97115.0,16-06-21,13:54:02,3773,1.0,green,-,-
329,9c4cd857f61ceaf8f39ad279a479f6dbcf3b2a06,128.256132,-3.621621,4.0,ID.MA.AM,97214.0,16-06-21,13:54:04,120,1.0,green,-,-
330,022e0d2082634a18cfb917404c1fd15580e90436,127.902178,-2.92401,8.0,ID.MA.SB,,16-06-21,13:54:06,4,0.999,green,-,-
331,0d769a4f93e6f2be484b9f8f3157034a1f0b0766,128.182201,-3.696549,11.0,ID.MA.AM,97126.0,16-06-21,13:54:13,51,0.999,green,-,-
332,6d9496f22f252bbd5f8561936227a448c7301ea1,128.221477,-3.633143,8.0,ID.MA.AM,97217.0,16-06-21,13:54:14,18,1.0,green,-,-
333,ed4eb930adb4bd44ec49f517d78fb0abf81d1d0e,128.221124,-3.692114,6.0,ID.MA.AM,97128.0,16-06-21,13:54:16,162,1.0,green,-,-
334,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,7.0,ID.MA.MT,97544.0,16-06-21,13:54:16,80,0.999,green,-,-
335,ca43f19e292907cf89069c19a78134d21f653ae1,128.16849,-3.709103,3.0,ID.MA.AM,97116.0,16-06-21,13:54:19,21,0.999,green,-,-
336,5e6b01603d78e94b34ac545c80b237d6813dec37,128.189044,-3.657657,6.0,ID.MA.AM,97223.0,16-06-21,13:54:21,200,1.0,green,-,-
